popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
30.0,0.8320000000000001,0.184,329133.0,0.0917,0.94,0.1119999999999999,-17.91,0.0407,127.207,0.0331,Jazz
30.0,0.00701,0.442,398333.0,0.5660000000000001,0.149,0.129,-10.696,0.0616,97.643,0.51,Blues
16.0,0.00883,0.4379999999999999,299053.0,0.979,0.256,0.1689999999999999,-6.269,0.408,152.97799999999998,0.126,Anime
55.0,0.479,0.345,259741.0,0.461,0.0184,0.0993,-12.063,0.0645,96.346,0.171,Rock
51.0,0.035,0.352,-1.0,0.8079999999999999,0.0,0.991,-8.097000000000001,0.0425,162.096,0.485,Rock
53.0,0.7440000000000001,0.257,233901.0,0.452,0.0996,0.38,-12.365,0.0349,120.40649672489091,0.271,Rock
30.0,0.747,0.216,212160.0,0.389,0.904,0.513,-11.300999999999998,0.038,163.16299999999998,0.155,Jazz
63.0,0.0285,0.599,180302.0,0.931,0.0,0.102,-3.662,0.0517,111.012,0.7879999999999999,Rock
16.0,0.0246,0.545,225107.0,0.917,0.0,0.307,-2.839,0.0352,132.93,0.6509999999999999,Anime
33.0,0.00938,0.473,214213.0,0.802,0.00141,0.392,-4.966,0.0322,120.40649672489091,0.6609999999999999,Rock
55.0,0.128,0.534,295467.0,0.6629999999999999,3.63e-05,0.431,-5.48,0.0286,141.525,0.573,Rock
51.0,0.0483,0.498,227400.0,0.68,0.0,0.1689999999999999,-5.34,0.0332,160.043,0.695,Rock
80.0,0.381,0.642,195053.0,0.782,0.0,0.108,-3.395,0.0477,162.005,0.396,Hip-Hop
39.0,0.872,0.121,499960.0,0.27,0.746,0.176,-13.276,0.0421,71.806,0.035,Jazz
58.0,0.049,0.477,-1.0,0.672,0.0,0.355,-5.234,0.0306,139.864,0.263,Rock
47.0,0.474,0.782,-1.0,0.7909999999999999,0.0012,0.0555,-6.321000000000001,0.0383,99.992,0.8190000000000001,Jazz
61.0,0.698,0.285,238076.0,0.371,0.00392,0.104,-6.832999999999999,0.0295,154.989,0.372,Rock
70.0,0.272,0.47,-1.0,0.809,0.00671,0.0491,-6.74,0.0495,151.836,0.49,Rock
30.0,0.223,0.637,224587.0,0.831,0.402,0.114,-6.372000000000001,0.0298,90.008,0.5329999999999999,Jazz
66.0,0.165,0.589,-1.0,0.603,0.0,0.0687,-5.517,0.0435,76.874,0.456,Rock
21.0,0.614,0.7170000000000001,89958.0,0.433,0.764,0.108,-10.354,0.146,80.038,0.546,Electronic
64.0,0.17,0.505,-1.0,0.8370000000000001,0.0,0.113,-5.146,0.0358,140.066,0.623,Rock
70.0,0.4039999999999999,0.629,-1.0,0.601,0.0,0.0582,-7.507999999999999,0.309,199.921,0.612,Hip-Hop
44.0,0.597,0.669,192444.0,0.6990000000000001,3.09e-05,0.2,-6.882000000000001,0.0582,92.006,0.368,Alternative
41.0,0.962,0.6829999999999999,192200.0,0.0941,0.762,0.119,-20.776,0.0517,123.967,0.4029999999999999,Jazz
42.0,0.00798,0.672,522075.0,0.688,0.861,0.1939999999999999,-9.605,0.0375,127.003,0.8079999999999999,Electronic
34.0,0.0267,0.519,408920.0,0.482,0.00787,0.337,-6.85,0.0305,125.844,0.152,Blues
58.0,0.0107,0.434,201347.0,0.75,0.0,0.106,-3.53,0.0293,159.82399999999998,0.488,Rock
52.0,0.00372,0.326,210520.0,0.935,7.55e-06,0.302,-5.69,0.0698,135.762,0.17,Alternative
56.0,0.00227,0.56,218554.0,0.688,0.0,0.0596,-4.437,0.0559999999999999,76.997,0.611,Rock
55.0,0.324,0.705,191280.0,0.813,0.0,0.347,-4.522,0.1159999999999999,120.40649672489091,0.843,Rock
60.0,0.0847,0.407,349187.0,0.424,0.0,0.2339999999999999,-10.583,0.0318,113.311,0.4039999999999999,Rock
54.0,0.00229,0.547,226200.0,0.932,0.0,0.335,-5.237,0.0968,134.981,0.513,Rock
75.0,0.5820000000000001,0.6509999999999999,202920.0,0.708,0.0,0.0796,-4.791,0.0376,119.964,0.5579999999999999,Rock
57.0,0.732,0.48,-1.0,0.298,0.00295,0.1,-13.477,0.0356,128.02200000000002,0.0556,Rock
60.0,0.316,0.68,-1.0,0.701,4.72e-06,0.111,-10.36,0.036,108.287,0.933,Rock
55.0,0.1369999999999999,0.622,222187.0,0.519,0.0,0.0954,-7.971,0.0269,90.082,0.496,Country
61.0,0.00987,0.6779999999999999,268093.0,0.53,0.000274,0.0437,-8.515,0.024,91.779,0.6779999999999999,Rock
76.0,0.386,0.49,145747.0,0.715,0.0,0.311,-5.549,0.0476,130.726,0.866,Rock
41.0,0.885,0.4539999999999999,264667.0,0.206,0.000108,0.067,-14.855,0.0333,167.169,0.336,Blues
70.0,0.0056799999999999,0.441,-1.0,0.762,3.3100000000000005e-05,0.0865,-3.857,0.0438,167.96400000000003,0.743,Rock
41.0,0.0282,0.61,224341.0,0.774,0.0,0.111,-5.159,0.0289,82.993,0.695,Country
64.0,0.0217,0.858,247613.0,0.76,0.0,0.322,-7.895,0.254,93.082,0.951,Hip-Hop
64.0,0.347,0.669,275507.0,0.7070000000000001,0.000716,0.0997,-13.66,0.0478,124.335,0.8059999999999999,Rock
21.0,0.122,0.866,295867.0,0.637,0.0,0.0727,-6.563,0.0291,95.509,0.9,Blues
55.0,0.0674,0.432,-1.0,0.612,1.34e-06,0.111,-6.871,0.0285,89.995,0.113,Rock
58.0,0.13,0.8390000000000001,-1.0,0.888,0.000376,0.1159999999999999,-4.181,0.1159999999999999,115.005,0.6,Hip-Hop
68.0,0.00107,0.46,-1.0,0.7959999999999999,0.0,0.106,-4.501,0.0333,100.011,0.182,Rock
42.0,1.46e-05,0.433,230613.0,0.943,0.0314,0.222,-4.4830000000000005,0.0673,96.006,0.262,Classical
42.0,0.000128,0.442,290547.0,0.7929999999999999,0.000305,0.2269999999999999,-5.465,0.0289999999999999,149.958,0.313,Alternative
51.0,0.000614,0.411,322613.0,0.768,0.00859,0.134,-4.21,0.0562,134.408,0.672,Alternative
34.0,0.551,0.301,260200.0,0.7390000000000001,3.86e-05,0.11,-7.615,0.043,90.96,0.595,Blues
71.0,0.0414,0.6859999999999999,289560.0,0.428,0.0,0.138,-13.072,0.192,141.95,0.3289999999999999,Hip-Hop
44.0,0.000254,0.3779999999999999,287365.0,0.919,0.899,0.61,-6.234,0.0489,93.045,0.205,Jazz
57.0,0.123,0.7490000000000001,238054.0,0.649,0.0,0.371,-8.623,0.053,120.068,0.146,Rap
63.0,0.069,0.48,163453.0,0.969,0.00022,0.0608,-7.463999999999999,0.0854,142.489,0.494,Rock
76.0,0.1939999999999999,0.657,266893.0,0.629,0.0,0.254,-4.938,0.0782,93.985,0.726,Hip-Hop
44.0,0.000354,0.272,204402.0,0.908,0.0362,0.18,-7.928,0.103,160.91299999999998,0.38,Alternative
59.0,0.8190000000000001,0.64,227222.0,0.196,3.63e-05,0.0978,-11.478,0.0267,143.91899999999998,0.301,Rock
62.0,0.0175,0.409,221093.0,0.7609999999999999,0.0,0.114,-4.513999999999999,0.031,155.901,0.271,Rock
53.0,0.0355,0.327,207640.0,0.948,0.515,0.126,-4.355,0.0711,177.328,0.469,Rock
72.0,0.536,0.562,375050.0,0.544,0.0,0.17,-5.065,0.369,159.517,0.231,Hip-Hop
52.0,0.0117,0.665,413880.0,0.991,0.00392,0.3389999999999999,-6.725,0.256,152.596,0.0676,Electronic
33.0,0.0731,0.654,148267.0,0.726,0.8909999999999999,0.243,-5.4910000000000005,0.0354,90.969,0.56,Electronic
64.0,0.298,0.541,160080.0,0.608,0.0,0.2339999999999999,-13.083,0.106,171.99200000000002,0.938,Rock
55.0,0.271,0.421,263253.0,0.633,0.0,0.113,-6.837000000000001,0.0433,155.715,0.161,Rock
58.0,0.522,0.48,224947.0,0.5,0.0,0.193,-6.202000000000001,0.0279999999999999,149.957,0.41,Rock
59.0,0.0185,0.6559999999999999,248960.0,0.721,0.0,0.0478,-5.675,0.0322,93.947,0.472,Rock
52.0,0.00101,0.565,213853.0,0.905,0.0,0.325,-3.575,0.057,126.011,0.684,Rock
56.0,0.6509999999999999,0.665,286067.0,0.37,0.000315,0.073,-16.651,0.035,122.997,0.519,Country
50.0,0.0012699999999999,0.41,183147.0,0.979,0.0125,0.355,-5.021,0.106,146.741,0.478,Rock
44.0,0.204,0.674,246938.0,0.67,0.0,0.289,-6.457000000000001,0.061,143.94799999999998,0.371,Country
71.0,0.0311,0.654,211960.0,0.726,6.35e-05,0.0618,-3.803,0.0401,103.987,0.728,Rock
54.0,0.517,0.589,217920.0,0.616,9.33e-06,0.123,-3.401,0.0987,83.93700000000001,0.305,Hip-Hop
27.0,0.665,0.327,-1.0,0.132,0.8320000000000001,0.249,-17.153,0.0413,120.40649672489091,0.216,Classical
54.0,0.503,0.22,419400.0,0.44,0.862,0.12,-9.456,0.0352,79.095,0.13,Rock
62.0,0.573,0.588,221187.0,0.382,3.3100000000000005e-05,0.1119999999999999,-8.821,0.036,95.239,0.72,Rock
53.0,0.1639999999999999,0.552,295667.0,0.802,0.00114,0.13,-7.479,0.04,152.80700000000002,0.631,Rock
50.0,0.0193,0.407,205587.0,0.821,2.06e-06,0.36,-4.987,0.0657,99.814,0.61,Rock
53.0,0.746,0.561,225533.0,0.8909999999999999,0.0,0.109,-4.771,0.305,91.316,0.69,Hip-Hop
60.0,0.0553,0.568,246493.0,0.871,0.51,0.303,-3.4530000000000003,0.0308,119.99,0.374,Rock
59.0,0.00457,0.597,182653.0,0.733,0.00191,0.501,-4.727,0.11,87.479,0.866,Rock
68.0,0.182,0.6609999999999999,266333.0,0.818,0.000995,0.0527,-5.9,0.0291,147.54399999999998,0.79,Rock
65.0,0.0207,0.665,192905.0,0.973,0.8390000000000001,0.0381,-2.112,0.26,160.018,0.135,Electronic
62.0,0.0812,0.56,230800.0,0.7979999999999999,1.54e-06,0.327,-6.672000000000001,0.0316,124.397,0.675,Rock
50.0,0.0125,0.264,287613.0,0.875,0.24,0.0925,-3.3710000000000004,0.054,120.40649672489091,0.2319999999999999,Rock
44.0,0.924,0.425,-1.0,0.314,0.0124,0.129,-9.072,0.0312,73.69,0.311,Country
72.0,0.564,0.492,164083.0,0.7120000000000001,9.1e-05,0.357,-7.278,0.691,137.453,0.23,Rap
74.0,0.0764,0.6859999999999999,200467.0,0.7829999999999999,0.0,0.163,-4.977,0.119,120.40649672489091,0.8140000000000001,Rock
55.0,0.287,0.677,237388.0,0.45,0.00185,0.0992,-9.352,0.0325,119.912,0.432,Rock
64.0,0.795,0.631,188693.0,0.354,0.000107,0.0879,-11.112,0.0313,73.007,0.522,Blues
63.0,0.0015199999999999,0.648,278067.0,0.622,5.97e-05,0.109,-6.063,0.0428,88.684,0.51,Hip-Hop
53.0,0.0038799999999999,0.615,280347.0,0.889,0.0,0.0947,-2.539,0.0371,131.96,0.659,Rock
35.0,0.0072099999999999,0.551,667973.0,0.531,0.000868,0.135,-9.054,0.0495,82.36,0.546,Blues
66.0,0.0238,0.63,189227.0,0.908,0.5920000000000001,0.1159999999999999,-2.42,0.0326,120.522,0.968,Rock
55.0,0.0056,0.5770000000000001,200707.0,0.934,0.0,0.0484,-3.999,0.128,137.003,0.54,Rock
66.0,0.0219,0.733,227027.0,0.66,0.0,0.151,-6.87,0.0436,138.034,0.259,Rap
53.0,0.000242,0.346,185524.0,0.75,0.0119,0.271,-6.619,0.103,165.03599999999997,0.667,Rock
60.0,0.13,0.872,247133.0,0.679,0.00746,0.3229999999999999,-10.026,0.156,120.40649672489091,0.948,Rock
64.0,0.412,0.652,163600.0,0.583,0.0,0.119,-7.811,0.038,120.40649672489091,0.7440000000000001,Rock
64.0,0.0263,0.54,188333.0,0.78,7.12e-06,0.35,-5.872000000000001,0.0418,144.011,0.514,Rock
38.0,0.0882,0.455,395253.0,0.57,0.000118,0.246,-10.118,0.0486,122.83,0.6679999999999999,Blues
72.0,0.909,0.643,250907.0,0.344,0.0112,0.106,-11.342,0.0349,144.171,0.547,Rock
19.0,0.105,0.511,148067.0,0.352,0.7879999999999999,0.217,-13.681,0.0352,84.439,0.204,Anime
34.0,0.981,0.142,274507.0,0.0526,0.969,0.0707,-26.037,0.0402,120.40649672489091,0.0356,Classical
63.0,0.0915,0.546,205333.0,0.7859999999999999,8.669999999999999e-05,0.168,-5.06,0.0401,126.003,0.679,Rock
49.0,0.0269,0.7040000000000001,-1.0,0.589,0.11,0.154,-12.859000000000002,0.0315,128.80700000000002,0.789,Rock
40.0,0.423,0.312,389395.0,0.379,0.00413,0.951,-9.93,0.0307,105.734,0.285,Country
49.0,0.32,0.601,229520.0,0.5579999999999999,0.375,0.0732,-8.353,0.0441,92.948,0.416,Electronic
42.0,0.4579999999999999,0.368,-1.0,0.395,3.66e-05,0.14,-14.067,0.0296,101.564,0.466,Blues
56.0,0.00134,0.684,215880.0,0.992,0.0,0.878,-1.893,0.0748,133.963,0.757,Rock
57.0,0.00013,0.358,241547.0,0.92,0.0118,0.0765,-2.843,0.218,99.919,0.493,Rock
30.0,0.331,0.779,-1.0,0.769,1.43e-06,0.076,-5.78,0.0384,127.96,0.941,Anime
53.0,0.00277,0.612,242773.0,0.6659999999999999,0.0,0.286,-5.8660000000000005,0.0317,120.048,0.353,Rock
25.0,0.0166,0.376,255120.0,0.3,0.000842,0.483,-5.861000000000001,0.0305,99.677,0.2769999999999999,Anime
51.0,0.497,0.74,220427.0,0.816,0.0,0.195,-4.763999999999999,0.0765,91.91,0.963,Rock
48.0,0.00599,0.644,194107.0,0.913,0.602,0.311,-3.04,0.0316,100.014,0.574,Rock
55.0,0.121,0.625,218867.0,0.826,0.0,0.158,-5.037,0.0325,99.919,0.6990000000000001,Rock
42.0,7.730000000000001e-05,0.422,287267.0,0.879,0.0484,0.3289999999999999,-5.238,0.1009999999999999,180.05,0.196,Classical
71.0,0.000332,0.305,206773.0,0.8320000000000001,2.4e-05,0.091,-7.981,0.0398,100.677,0.585,Rock
55.0,0.238,0.593,204467.0,0.41,0.5870000000000001,0.1169999999999999,-9.722,0.0239,120.40649672489091,0.27,Rock
65.0,0.5660000000000001,0.368,-1.0,0.575,0.0,0.1159999999999999,-5.1,0.0443,197.639,0.294,Rock
57.0,0.0424,0.629,244360.0,0.69,0.0,0.363,-4.894,0.0357,102.036,0.307,Rock
67.0,0.175,0.386,363114.0,0.562,9.17e-06,0.209,-4.363,0.03,72.945,0.228,Rock
31.0,0.54,0.862,346733.0,0.412,0.0,0.0611,-4.877,0.0453,99.964,0.614,Blues
72.0,0.0422,0.487,261280.0,0.382,4.74e-06,0.411,-10.889,0.0309,116.557,0.7140000000000001,Rock
65.0,0.0521,0.8290000000000001,-1.0,0.8440000000000001,0.00148,0.171,-4.329,0.0966,130.04,0.762,Rock
40.0,0.168,0.568,368533.0,0.33,0.546,0.807,-16.029,0.0265,106.142,0.297,Electronic
39.0,0.000672,0.56,219000.0,0.87,0.109,0.129,-3.492,0.0523,160.04399999999998,0.345,Electronic
23.0,0.000136,0.475,271640.0,0.8220000000000001,0.0,0.106,-4.06,0.068,134.776,0.2789999999999999,Anime
66.0,0.444,0.579,245640.0,0.605,0.000645,0.11,-6.686,0.0328,121.793,0.74,Rock
53.0,0.0698,0.757,192414.0,0.72,1.4499999999999998e-05,0.1119999999999999,-5.644,0.0425,121.968,0.96,Rock
49.0,0.2689999999999999,0.6940000000000001,298600.0,0.895,4.17e-06,0.4,-3.258,0.335,167.97400000000002,0.779,Hip-Hop
69.0,0.644,0.561,267253.0,0.337,8.79e-05,0.67,-9.272,0.0284,109.373,0.273,Rock
59.0,0.00106,0.5820000000000001,-1.0,0.765,0.0506,0.344,-6.544,0.0376,128.164,0.528,Rock
52.0,0.0249,0.494,256560.0,0.836,0.0,0.457,-4.327,0.0531,142.56,0.627,Rock
48.0,0.00104,0.507,182987.0,0.959,0.0,0.147,-4.763,0.118,165.136,0.436,Rock
52.0,0.0132,0.624,245947.0,0.684,0.0,0.113,-4.745,0.31,164.07,0.255,Rap
60.0,1.04e-05,0.545,209480.0,0.836,0.000129,0.413,-4.029,0.0281,105.925,0.449,Rock
56.0,0.0832,0.392,268467.0,0.835,0.00982,0.0769,-6.553,0.0596,144.641,0.12,Rock
70.0,0.0066599999999999,0.494,175093.0,0.939,0.0,0.139,-3.127,0.126,177.75099999999998,0.893,Alternative
50.0,0.00328,0.522,141133.0,0.889,0.0,0.345,-4.137,0.0461,144.499,0.852,Rock
35.0,0.000612,0.292,301613.0,0.97,0.4029999999999999,0.308,-3.615,0.132,109.8,0.351,Jazz
37.0,0.904,0.547,374093.0,0.1159999999999999,0.848,0.107,-21.946,0.0354,105.115,0.344,Jazz
54.0,0.0887,0.626,260853.0,0.691,9.63e-05,0.115,-5.872999999999999,0.0283,109.005,0.396,Rock
68.0,0.0125,0.426,166707.0,0.894,0.00041,0.187,-6.699,0.174,108.725,0.63,Alternative
57.0,0.00864,0.509,238200.0,0.935,1.17e-06,0.255,-3.633,0.0493,148.062,0.501,Rock
59.0,0.408,0.888,236947.0,0.687,0.0,0.0615,-7.744,0.107,115.034,0.432,Electronic
66.0,0.132,0.615,251333.0,0.5820000000000001,3.81e-05,0.119,-10.323,0.0402,82.53200000000001,0.789,Rock
66.0,0.445,0.6609999999999999,180360.0,0.785,0.000266,0.0854,-5.622999999999999,0.0369,91.975,0.371,Rock
61.0,0.00669,0.6,256467.0,0.614,0.0,0.166,-4.688,0.0885,121.965,0.341,Rock
49.0,0.00497,0.42,281080.0,0.635,0.000146,0.139,-5.565,0.031,165.983,0.206,Country
60.0,0.758,0.35,-1.0,0.293,8.21e-06,0.104,-9.502,0.0258,96.685,0.162,Rock
28.0,0.0819999999999999,0.291,210707.0,0.948,0.0117,0.968,-4.517,0.1009999999999999,161.47299999999998,0.5770000000000001,Blues
62.0,0.0003259999999999,0.499,205440.0,0.958,2.19e-06,0.432,-5.417000000000001,0.0898,127.491,0.359,Rock
65.0,0.492,0.7609999999999999,189387.0,0.5920000000000001,0.00626,0.61,-9.836,0.0586,123.095,0.332,Rock
53.0,0.973,0.107,345373.0,0.289,0.934,0.0812,-16.15,0.0337,77.78699999999999,0.0364,Rock
58.0,0.595,0.503,165613.0,0.772,2.47e-06,0.1989999999999999,-6.205,0.0322,79.462,0.935,Rock
48.0,0.495,0.95,190240.0,0.3429999999999999,0.0,0.0805,-9.418,0.508,124.051,0.564,Hip-Hop
48.0,0.951,0.498,193787.0,0.0969,0.0,0.105,-16.482,0.0435,144.077,0.39,Country
62.0,0.4529999999999999,0.508,213267.0,0.493,0.0,0.241,-8.786,0.0327,127.671,0.467,Rock
36.0,0.42,0.52,575933.0,0.479,0.779,0.0942,-8.389,0.0278,90.01100000000001,0.1689999999999999,Electronic
59.0,0.133,0.445,226827.0,0.7709999999999999,0.0,0.273,-4.607,0.0501,147.91299999999998,0.4479999999999999,Rock
58.0,0.335,0.792,230600.0,0.8079999999999999,0.0,0.2689999999999999,-4.156000000000001,0.0963,92.064,0.7090000000000001,Rap
62.0,0.326,0.515,286707.0,0.505,0.0,0.102,-5.606,0.0294,150.063,0.5379999999999999,Hip-Hop
56.0,0.038,0.364,260609.0,0.46,0.00131,0.535,-8.298,0.0425,93.129,0.068,Rock
50.0,0.2289999999999999,0.314,241360.0,0.483,0.0269,0.564,-8.365,0.0351,145.047,0.348,Rock
56.0,0.0984,0.396,197320.0,0.6709999999999999,0.0,0.0844,-6.952999999999999,0.0351,120.40649672489091,0.257,Rock
41.0,0.578,0.611,-1.0,0.425,1.53e-05,0.0603,-11.332,0.0472,120.15,0.654,Jazz
66.0,0.173,0.68,190720.0,0.738,0.00036,0.37,-4.881,0.0331,105.015,0.675,Rock
28.0,0.0298,0.489,241680.0,0.746,0.21,0.0997,-7.073,0.0431,166.597,0.866,Blues
63.0,0.000841,0.65,225947.0,0.903,0.0003509999999999,0.122,-3.677,0.0314,121.896,0.409,Rock
30.0,0.1119999999999999,0.3939999999999999,325733.0,0.348,0.0257,0.294,-10.197,0.036,127.543,0.5379999999999999,Blues
59.0,0.395,0.439,-1.0,0.469,0.573,0.183,-9.283,0.0311,127.44,0.193,Rock
67.0,0.0312,0.669,244760.0,0.914,8.92e-05,0.0483,-3.834,0.107,97.021,0.855,Rock
52.0,0.00614,0.515,260160.0,0.912,0.177,0.157,-8.547,0.0693,107.131,0.596,Rock
56.0,0.0193,0.614,323600.0,0.677,0.518,0.108,-8.317,0.0323,126.477,0.7170000000000001,Rock
46.0,0.00764,0.377,259773.0,0.903,9.74e-05,0.109,-6.422999999999999,0.0739,195.909,0.353,Alternative
50.0,0.0506,0.6629999999999999,125747.0,0.738,0.0,0.0894,-6.957999999999999,0.4,184.078,0.544,Rap
41.0,0.0118,0.8540000000000001,90667.0,0.493,0.012,0.104,-9.996,0.104,89.984,0.5820000000000001,Jazz
38.0,0.11,0.418,318178.0,0.652,0.535,0.354,-11.112,0.0748,80.45100000000001,0.607,Jazz
55.0,0.475,0.581,151093.0,0.41,2.04e-05,0.0746,-12.617,0.0303,129.175,0.6970000000000001,Rock
74.0,0.6,0.3339999999999999,336093.0,0.472,3.77e-06,0.317,-8.792,0.0277,179.167,0.431,Rock
57.0,0.242,0.562,181827.0,0.7979999999999999,0.0,0.1119999999999999,-3.873,0.0311,143.97899999999998,0.579,Rock
50.0,1.5e-05,0.5429999999999999,218973.0,0.866,0.0298,0.32,-4.812,0.0399,137.946,0.321,Rock
62.0,0.0090599999999999,0.508,225000.0,0.991,1.28e-05,0.316,-1.768,0.123,95.524,0.295,Rock
29.0,0.506,0.847,183573.0,0.356,0.0352,0.115,-15.243,0.242,126.902,0.741,Blues
64.0,0.263,0.4429999999999999,-1.0,0.727,0.0001409999999999,0.1689999999999999,-7.951,0.145,160.82,0.5660000000000001,Blues
56.0,0.321,0.467,208320.0,0.488,2.81e-05,0.148,-10.181,0.198,111.838,0.267,Rap
16.0,0.868,0.5770000000000001,343467.0,0.491,0.931,0.0842,-7.412000000000001,0.063,124.557,0.389,Anime
77.0,0.193,0.477,-1.0,0.471,1.76e-06,0.131,-10.036,0.0277,81.204,0.423,Rock
56.0,0.0873,0.542,203120.0,0.8590000000000001,0.0,0.145,-5.1370000000000005,0.0424,140.9,0.637,Country
69.0,0.45,0.643,250107.0,0.809,1.22e-06,0.154,-3.275,0.0279999999999999,112.677,0.499,Rock
46.0,0.48,0.809,203327.0,0.523,0.0,0.2769999999999999,-6.335,0.206,133.921,0.8270000000000001,Hip-Hop
52.0,0.516,0.813,-1.0,0.757,0.0,0.363,-5.358,0.356,92.996,0.6459999999999999,Hip-Hop
29.0,0.00843,0.345,275200.0,0.8959999999999999,0.0312,0.128,-2.695,0.374,75.89699999999999,0.149,Electronic
60.0,0.2239999999999999,0.645,217156.0,0.557,0.0,0.374,-5.882999999999999,0.0329,100.026,0.461,Rock
53.0,0.263,0.2,310933.0,0.434,0.0,0.1169999999999999,-14.274,0.0294,83.876,0.37,Rock
28.0,0.00531,0.531,249600.0,0.964,0.0273,0.0832,-1.971,0.5329999999999999,150.237,0.198,Electronic
54.0,0.0161,0.7390000000000001,238339.0,0.539,0.0,0.235,-9.735,0.337,85.08200000000001,0.835,Hip-Hop
52.0,0.0314,0.725,201920.0,0.55,0.0,0.0892,-6.587999999999999,0.0436,76.01100000000001,0.785,Country
54.0,0.0487,0.565,234040.0,0.615,1.93e-06,0.16,-10.793,0.0384,143.928,0.591,Rock
27.0,0.505,0.65,217227.0,0.3829999999999999,0.0,0.392,-13.074000000000002,0.0464,110.522,0.8640000000000001,Blues
53.0,0.0054,0.556,207040.0,0.7020000000000001,0.0,0.218,-5.792000000000001,0.0423,132.33,0.452,Rock
60.0,0.103,0.401,60000.0,0.532,0.0,0.478,-11.554,0.508,84.777,0.413,Rap
42.0,0.633,0.606,218293.0,0.342,6.840000000000001e-05,0.297,-13.197,0.0301,78.01899999999999,0.432,Jazz
68.0,0.465,0.195,269107.0,0.483,0.497,0.0686,-4.9910000000000005,0.03,84.71,0.173,Rock
53.0,0.392,0.373,331173.0,0.5710000000000001,0.0476,0.126,-9.186,0.0334,161.874,0.6559999999999999,Rock
25.0,0.0242,0.449,376500.0,0.8909999999999999,0.258,0.669,-4.118,0.135,109.953,0.544,Electronic
16.0,0.000286,0.527,92573.0,0.752,0.785,0.152,-5.76,0.0406,95.018,0.474,Anime
29.0,0.916,0.23,664600.0,0.0408,0.222,0.0855,-23.741,0.0459,120.40649672489091,0.105,Classical
53.0,0.00613,0.6729999999999999,240899.0,0.722,0.0,0.2,-6.464,0.0638,95.997,0.379,Rock
58.0,0.195,0.475,314493.0,0.757,0.0,0.37,-7.307,0.357,120.40649672489091,0.0707,Hip-Hop
38.0,0.0306,0.4429999999999999,251320.0,0.7559999999999999,0.00121,0.33,-9.216,0.0443,83.79700000000001,0.346,Blues
66.0,0.175,0.316,237026.0,0.86,4.92e-05,0.902,-5.038,0.0661,100.888,0.195,Rock
56.0,3.98e-05,0.476,181667.0,0.907,4.32e-06,0.353,-3.938,0.0593,96.515,0.303,Rap
55.0,0.0295,0.542,185907.0,0.7659999999999999,0.0802,0.396,-5.4110000000000005,0.0282,88.06200000000001,0.643,Rock
51.0,0.213,0.535,391320.0,0.551,8.72e-06,0.172,-9.99,0.0337,79.414,0.631,Rock
38.0,0.193,0.612,394147.0,0.481,0.0001189999999999,0.108,-7.158,0.0288,90.03299999999999,0.467,Jazz
0.0,0.956,0.332,194053.0,0.188,0.929,0.1369999999999999,-20.45,0.0446,136.27,0.055,Classical
36.0,0.0335,0.6609999999999999,314080.0,0.5589999999999999,0.146,0.0822,-10.3,0.0336,95.994,0.602,Jazz
55.0,1.87e-05,0.409,258373.0,0.974,0.118,0.1159999999999999,-5.274,0.085,166.00099999999998,0.473,Rock
64.0,0.0299,0.57,222573.0,0.83,0.0,0.148,-5.096,0.0579,155.014,0.765,Rock
52.0,0.615,0.4039999999999999,-1.0,0.272,0.000907,0.13,-10.575,0.0445,126.18,0.119,Rock
47.0,0.975,0.36,-1.0,0.366,0.00229,0.375,-11.636,0.0683,80.491,0.386,Classical
25.0,0.99,0.296,263240.0,0.2339999999999999,0.885,0.0781,-19.277,0.043,129.471,0.294,Anime
78.0,0.0571,0.8240000000000001,137134.0,0.595,3.7e-06,0.0876,-6.346,0.091,140.039,0.157,Rap
36.0,0.289,0.5539999999999999,299600.0,0.8109999999999999,0.0,0.363,-4.481,0.0461,160.17,0.737,Anime
59.0,0.0017699999999999,0.568,197933.0,0.871,0.0004059999999999,0.36,-5.235,0.0494,133.064,0.693,Rock
56.0,0.158,0.66,158800.0,0.557,0.0,0.5429999999999999,-9.597,0.03,110.743,0.7879999999999999,Rock
59.0,0.00286,0.391,250627.0,0.557,0.0,0.209,-4.47,0.0291,145.861,0.142,Rock
41.0,0.703,0.546,418027.0,0.34,0.0,0.0975,-8.161,0.026,78.31,0.325,Anime
54.0,0.0263,0.314,309640.0,0.959,0.000148,0.161,-4.657,0.0908,154.221,0.492,Rock
58.0,0.00059,0.594,218720.0,0.858,3.11e-06,0.0642,-4.339,0.0387,138.02100000000002,0.6629999999999999,Rock
66.0,0.318,0.695,215853.0,0.731,0.0,0.143,-2.15,0.034,122.522,0.497,Rock
66.0,0.0874,0.525,252280.0,0.741,0.147,0.1169999999999999,-5.643,0.0311,117.031,0.179,Rock
53.0,0.634,0.608,168027.0,0.178,0.352,0.166,-17.109,0.0264,84.78,0.401,Rock
60.0,0.034,0.521,215973.0,0.933,2.07e-05,0.33,-4.874,0.179,169.842,0.607,Rock
59.0,0.214,0.599,239613.0,0.8690000000000001,0.129,0.108,-4.874,0.0277,90.088,0.637,Rock
65.0,0.00318,0.5589999999999999,190760.0,0.931,1.24e-05,0.0624,-5.863,0.0721,90.911,0.644,Rock
