manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed
Kia,Cee'd,mechanical,white,156000,2009,gasoline,False,gasoline,1.4,universal,False,owned,front,6000.0,False,Брестская обл.,23,2,False,True,False,False,False,False,False,False,False,True,15
Kia,Sephia,mechanical,blue,240000,1995,gasoline,False,gasoline,1.6,sedan,False,owned,front,950.0,False,Минская обл.,15,17,False,False,False,False,False,False,False,False,False,True,85
Kia,Rio,mechanical,other,73000,2014,gasoline,False,gasoline,1.6,sedan,False,owned,front,9400.0,True,Минская обл.,9,5,False,True,False,False,False,True,False,False,True,True,123
Kia,Clarus,mechanical,violet,375000,1996,gasoline,False,gasoline,1.8,sedan,False,owned,front,1000.0,False,Гродненская обл.,16,11,True,False,False,False,False,False,False,False,False,False,90
Kia,Optima,automatic,white,352446,2004,gasoline,False,gasoline,2.4,sedan,False,owned,front,2500.0,False,Гомельская обл.,7,11,False,True,False,False,False,False,False,False,False,False,173
Kia,Clarus,mechanical,grey,130000,1997,gasoline,False,gasoline,2.0,sedan,False,owned,front,699.0,False,Минская обл.,6,3,False,True,False,False,False,False,False,False,False,True,88
Kia,Sorento,automatic,other,144841,2010,gasoline,False,gasoline,2.4,suv,False,owned,front,12000.0,False,Витебская обл.,5,18,False,True,False,True,False,True,True,True,True,True,54
Kia,Carnival,mechanical,black,356000,2000,diesel,False,diesel,2.9,minivan,False,owned,front,1950.0,False,Минская обл.,8,7,False,True,False,False,False,False,False,False,False,False,45
Kia,Cee'd,automatic,red,103000,2015,gasoline,False,gasoline,1.6,hatchback,False,owned,front,12800.0,False,Минская обл.,6,14,False,False,False,False,False,True,False,True,True,True,152
Kia,Sorento,mechanical,silver,155000,2013,gasoline,False,gasoline,2.4,suv,False,owned,all,14300.0,True,Минская обл.,10,1,False,False,False,True,False,False,False,False,False,True,9
Kia,Cee'd,automatic,black,98000,2012,gasoline,False,gasoline,1.6,hatchback,False,owned,front,12000.0,False,Минская обл.,3,7,False,True,True,False,False,True,False,True,True,True,73
Kia,Sorento,mechanical,silver,295000,2003,diesel,False,diesel,2.5,suv,False,owned,front,5900.0,False,Минская обл.,14,4,True,False,False,False,False,False,False,False,False,False,29
Kia,Rio,mechanical,silver,229000,2008,diesel,False,diesel,1.5,sedan,False,owned,front,5300.0,False,Минская обл.,8,31,False,True,False,False,False,False,False,False,False,False,69
Kia,Sportage,automatic,silver,275000,2005,diesel,False,diesel,2.0,suv,False,owned,all,7300.0,False,Минская обл.,10,4,False,True,False,True,True,True,False,False,True,True,21
Kia,Rio,mechanical,silver,112000,2014,gasoline,False,gasoline,1.6,sedan,False,owned,front,9600.0,False,Минская обл.,4,8,False,True,False,True,False,True,False,True,False,False,61
Kia,Optima,mechanical,silver,123000,2014,diesel,False,diesel,1.7,sedan,False,owned,front,15900.0,False,Гомельская обл.,15,7,False,False,True,True,True,True,True,True,True,True,83
Kia,Sorento,automatic,other,249,2005,gasoline,False,gasoline,3.5,suv,False,owned,rear,5500.0,True,Минская обл.,1,36,False,True,False,False,True,True,False,False,True,True,581
Kia,Clarus,mechanical,green,300000,1997,gasoline,False,gasoline,2.0,sedan,False,owned,front,1850.0,True,Гродненская обл.,15,4,True,False,False,False,False,False,False,False,False,False,14
Kia,Sorento,automatic,black,267000,2005,diesel,False,diesel,2.5,suv,False,owned,all,7500.0,False,Минская обл.,14,9,False,True,False,False,True,True,False,False,True,True,34
Kia,Sportage,automatic,white,300000,2001,gasoline,False,gasoline,2.0,suv,False,owned,all,3200.0,True,Минская обл.,1,26,False,False,False,False,False,False,False,False,False,True,103
Kia,Optima,automatic,grey,15000,2017,gasoline,False,gasoline,2.4,sedan,False,owned,front,17900.0,True,Минская обл.,13,3,False,False,True,True,False,True,True,True,True,True,65
Kia,Sorento,mechanical,blue,300000,2004,diesel,False,diesel,2.4,suv,False,owned,all,8500.0,False,Витебская обл.,19,7,False,True,False,False,False,True,False,True,True,True,32
Kia,Avella,mechanical,blue,305000,1999,gasoline,False,gasoline,1.5,sedan,False,owned,front,474.25,True,Гомельская обл.,8,19,True,False,False,False,False,False,False,False,False,False,237
Kia,Shuma,mechanical,green,165000,2001,gasoline,False,gasoline,1.6,hatchback,False,owned,front,1800.0,False,Гомельская обл.,13,12,False,True,False,False,False,False,False,False,False,False,57
Kia,Cee'd,automatic,grey,97000,2016,gasoline,False,gasoline,1.6,hatchback,False,owned,front,12500.0,False,Минская обл.,9,5,False,False,False,True,False,True,False,True,False,True,82
Kia,Sephia,mechanical,white,306000,1996,gasoline,False,gasoline,1.5,sedan,False,emergency,front,400.0,False,Минская обл.,7,5,True,False,False,False,False,False,False,False,False,False,62
Kia,Magentis,automatic,grey,240000,2008,gasoline,False,gasoline,2.0,sedan,False,owned,front,8299.35,False,Минская обл.,9,2,False,False,False,False,False,True,False,False,False,True,58
Kia,Cee'd,mechanical,other,185000,2009,gasoline,False,gasoline,1.6,hatchback,False,owned,front,6300.0,False,Минская обл.,25,5,False,True,False,True,False,True,False,False,True,True,236
Kia,Rio,mechanical,other,40000,2015,gasoline,False,gasoline,1.6,sedan,False,owned,front,9600.0,True,Брестская обл.,8,3,False,True,False,False,False,True,False,False,False,True,85
Kia,Sportage,mechanical,other,185000,2011,gasoline,False,gasoline,2.0,suv,False,owned,all,11300.0,False,Минская обл.,13,2,False,True,False,False,False,True,False,True,True,True,21
Kia,Sportage,automatic,orange,70000,2014,gasoline,False,gasoline,2.0,suv,False,owned,all,15500.0,True,Гродненская обл.,5,3,False,True,False,True,False,True,False,False,False,True,74
Kia,Sorento,mechanical,black,300000,2002,diesel,False,diesel,2.5,suv,False,owned,front,7000.0,False,Минская обл.,5,5,False,True,True,False,True,True,True,False,True,True,59
Kia,Clarus,mechanical,silver,300000,1999,gasoline,False,gasoline,1.8,universal,False,owned,front,1640.0,True,Брестская обл.,9,35,True,False,False,False,False,False,False,False,False,False,62
Kia,Sorento,automatic,black,195000,2005,diesel,False,diesel,2.5,suv,False,owned,all,7600.0,False,Минская обл.,19,27,False,True,False,False,True,True,False,False,False,True,91
Kia,Sorento,automatic,silver,80200,2013,gasoline,False,gasoline,2.4,suv,False,owned,all,16299.0,True,Минская обл.,17,20,False,True,False,True,False,True,False,True,True,True,39
Kia,Cee'd,mechanical,black,139800,2010,gasoline,False,gasoline,1.6,universal,False,owned,front,7899.0,True,Минская обл.,18,18,False,True,False,True,False,True,False,True,True,True,36
Kia,Magentis,automatic,silver,340000,2005,gasoline,False,gasoline,2.7,sedan,False,owned,front,5499.0,True,Минская обл.,18,4,False,True,False,False,False,True,False,False,False,True,15
Kia,Rio,mechanical,red,185000,2013,gasoline,False,gasoline,1.6,sedan,False,owned,front,7799.0,True,Минская обл.,18,9,False,True,False,False,False,True,False,False,True,True,23
Kia,Sportage,automatic,grey,130000,2013,gasoline,False,gasoline,2.0,hatchback,False,owned,front,13199.0,True,Минская обл.,17,81,False,True,False,True,False,True,False,True,True,True,124
Kia,Sorento,automatic,blue,349700,2004,diesel,False,diesel,2.5,suv,False,owned,all,7999.0,True,Минская обл.,17,6,False,True,False,True,False,True,False,True,False,True,18
Kia,Sportage,automatic,silver,220000,2011,gasoline,False,gasoline,2.0,suv,False,owned,front,12500.0,True,Минская обл.,19,20,False,True,False,True,False,True,False,True,True,True,38
Kia,Cee'd,mechanical,grey,231950,2007,diesel,False,diesel,1.6,hatchback,False,owned,front,5750.0,True,Минская обл.,19,4,False,True,False,False,False,True,False,False,True,True,51
Kia,Carens,mechanical,red,195000,2003,gasoline,False,gasoline,1.8,universal,False,owned,front,3300.0,True,Гродненская обл.,8,21,False,True,False,False,False,False,False,False,True,False,65
Kia,Sportage,mechanical,orange,79000,2015,gasoline,False,gasoline,2.0,suv,False,owned,all,14500.0,True,Минская обл.,11,1,False,True,False,False,False,False,False,False,True,True,11
Kia,Carens,mechanical,grey,290000,2005,diesel,False,diesel,2.0,minivan,False,owned,front,4200.0,True,Минская обл.,11,1,False,True,False,False,False,False,False,False,True,False,11
Kia,Sportage,mechanical,grey,232112,2008,gasoline,False,gasoline,2.0,suv,False,owned,all,9000.0,True,Брестская обл.,3,6,True,False,False,False,False,False,False,False,False,False,74
Kia,Carnival,mechanical,grey,239000,2001,diesel,False,diesel,2.9,minivan,False,owned,front,3450.0,False,Минская обл.,15,2,False,True,False,False,False,False,False,True,False,False,15
Kia,Cee'd,mechanical,silver,227000,2007,gasoline,False,gasoline,1.4,hatchback,False,owned,front,4850.0,False,Могилевская обл.,15,10,False,True,False,False,False,False,False,False,False,True,61
Kia,Cee'd,mechanical,silver,137000,2009,gasoline,False,gasoline,1.4,hatchback,False,owned,front,7300.0,False,Минская обл.,14,13,False,True,False,False,False,False,False,False,False,True,230
Kia,Cerato,automatic,blue,286000,2004,gasoline,False,gasoline,2.0,sedan,False,owned,front,2950.0,False,Минская обл.,17,3,False,True,False,False,False,True,False,False,True,True,64
Kia,Sorento,automatic,black,400000,2004,gas,True,gasoline,3.5,suv,False,owned,all,4000.0,False,Брестская обл.,7,11,False,True,False,False,False,False,False,True,True,True,109
Kia,Spectra,mechanical,white,209000,2006,gasoline,False,gasoline,1.6,sedan,False,owned,front,1999.0,True,Минская обл.,15,77,False,True,True,True,False,True,False,False,True,True,129
Kia,Sportage,automatic,blue,137600,2012,gasoline,False,gasoline,2.4,suv,False,owned,all,12599.0,True,Минская обл.,18,12,False,True,False,False,False,False,True,True,True,True,28
Kia,Mohave,automatic,black,153100,2016,diesel,False,diesel,3.0,suv,False,owned,all,35000.0,True,Минская обл.,17,40,True,False,False,False,False,False,False,False,False,False,69
Kia,Sorento,automatic,black,347550,2003,diesel,False,diesel,2.5,suv,False,owned,all,8950.0,True,Минская обл.,18,4,False,True,True,False,False,True,False,True,True,True,16
Kia,Rio,mechanical,black,28750,2018,gasoline,False,gasoline,1.6,sedan,False,owned,front,14199.0,True,Минская обл.,17,15,False,True,False,True,False,True,False,True,False,True,31
Kia,Cee'd,mechanical,white,138000,2014,diesel,False,diesel,1.4,universal,False,owned,front,10799.0,True,Минская обл.,18,12,False,True,False,False,False,False,False,True,True,True,27
Kia,Carens,mechanical,blue,313000,2003,diesel,False,diesel,2.0,minivan,False,owned,front,4399.0,True,Минская обл.,17,2,True,False,False,False,False,False,False,False,False,False,13
Kia,Soul,automatic,blue,150000,2009,gasoline,False,gasoline,1.6,minivan,False,owned,front,7500.0,True,Минская обл.,5,10,False,True,False,True,True,True,False,True,True,True,66
Kia,Cee'd,mechanical,white,137000,2011,gasoline,False,gasoline,1.4,,False,owned,front,7500.0,False,Минская обл.,21,10,False,True,False,False,False,False,False,True,False,True,29
Kia,Rio,automatic,red,210000,2014,gasoline,False,gasoline,1.6,sedan,False,owned,front,8000.0,True,Минская обл.,8,8,False,True,False,False,False,True,False,False,True,False,62
Kia,Rio,automatic,white,125000,2013,gasoline,False,gasoline,1.6,hatchback,False,owned,front,8500.0,False,Минская обл.,4,2,False,True,False,True,False,True,False,True,True,True,16
Kia,Joice,mechanical,black,336000,2000,gasoline,False,gasoline,2.0,minivan,False,owned,front,2750.0,False,Брестская обл.,10,2,False,False,False,False,False,False,False,False,True,False,67
Kia,Soul,automatic,other,186000,2010,diesel,False,diesel,1.6,hatchback,False,owned,front,7300.0,False,Минская обл.,15,11,False,True,False,True,False,True,False,False,True,True,61
Kia,Cee'd,mechanical,brown,165000,2012,gasoline,False,gasoline,1.4,hatchback,False,owned,front,8600.0,False,Брестская обл.,6,3,False,True,False,False,False,False,False,False,False,True,58
Kia,Cee'd,automatic,black,195000,2011,diesel,False,diesel,1.6,hatchback,False,owned,front,9000.0,False,Минская обл.,2,10,False,True,False,True,True,True,False,False,False,False,67
Kia,Cee'd,mechanical,black,122000,2013,gasoline,False,gasoline,1.6,hatchback,False,owned,front,8700.0,True,Минская обл.,17,38,False,True,False,False,False,False,False,False,False,False,67
Kia,Sorento,mechanical,green,264300,2003,diesel,False,diesel,2.5,suv,False,owned,all,7799.0,True,Минская обл.,17,8,False,True,False,False,False,False,True,False,True,True,22
Kia,Joice,mechanical,silver,249300,2001,gas,True,gasoline,2.0,minivan,False,owned,front,3399.0,True,Минская обл.,17,39,False,True,False,False,False,False,False,False,False,False,65
Kia,Sportage,automatic,white,119846,2011,gasoline,False,gasoline,2.0,suv,False,owned,all,13699.0,True,Минская обл.,19,78,False,True,True,True,False,True,False,True,True,True,124
Kia,Cee'd,mechanical,blue,181000,2007,gasoline,False,gasoline,1.4,hatchback,False,owned,front,5600.0,True,Минская обл.,15,77,False,True,False,False,False,False,False,False,True,True,129
Kia,Sorento,mechanical,silver,317000,2003,diesel,False,diesel,2.5,suv,False,owned,all,5500.0,False,Гродненская обл.,9,10,True,False,False,False,False,False,False,False,False,False,37
Kia,Sorento,mechanical,black,74000,2013,gasoline,False,gasoline,2.4,suv,False,owned,all,15200.0,False,Минская обл.,13,5,False,True,False,True,False,True,False,True,True,True,48
Kia,Clarus,mechanical,grey,237000,1996,gasoline,False,gasoline,1.8,sedan,False,owned,front,600.0,True,Минская обл.,15,40,True,False,False,False,False,False,False,False,False,False,99
Kia,Sorento,mechanical,grey,215000,2009,diesel,False,diesel,2.2,suv,False,owned,front,12500.0,False,Минская обл.,15,8,False,True,False,True,True,True,False,False,True,True,68
Kia,Cerato,automatic,red,98445,2010,gasoline,False,gasoline,2.0,,False,owned,front,9990.0,True,Гомельская обл.,14,40,False,True,True,True,True,True,False,False,True,True,92
Kia,Sportage,mechanical,black,253246,2006,gasoline,False,gasoline,2.0,suv,False,owned,front,6500.0,False,Минская обл.,9,1,False,True,False,False,False,False,False,False,False,True,13
Kia,Carens,mechanical,silver,360000,2003,gasoline,False,gasoline,1.8,minivan,False,owned,front,3000.0,True,Минская обл.,10,1,False,True,False,False,False,True,False,True,False,False,13
Kia,Sportage,automatic,blue,270013,1999,gasoline,False,gasoline,2.0,suv,False,owned,all,2650.0,True,Витебская обл.,14,6,False,False,False,False,True,False,False,False,False,True,26
Kia,Sephia,mechanical,grey,355536,1996,gasoline,False,gasoline,1.6,hatchback,False,emergency,front,200.0,True,Брестская обл.,6,1,True,False,False,False,False,False,False,False,False,False,13
Kia,Rio,mechanical,grey,134000,2012,gasoline,False,gasoline,1.6,sedan,False,owned,front,7900.0,True,Минская обл.,19,12,False,True,False,True,True,True,False,False,True,True,68
Kia,Sorento,automatic,silver,344000,2003,diesel,False,diesel,2.5,suv,False,owned,all,7390.0,True,Минская обл.,11,24,False,True,True,False,False,False,False,False,False,True,86
Kia,Clarus,mechanical,green,320000,1998,gas,True,gasoline,2.0,universal,False,owned,front,975.0,True,Минская обл.,4,11,False,True,False,False,True,False,False,False,True,False,57
Kia,Sorento,mechanical,black,308000,2003,diesel,False,diesel,2.5,suv,False,owned,all,5999.0,False,Брестская обл.,7,17,False,True,False,False,False,False,False,False,False,False,176
Kia,Optima,automatic,grey,142000,2014,gasoline,False,gasoline,2.4,sedan,False,owned,front,16300.0,False,Минская обл.,7,3,False,True,True,True,True,True,True,True,True,True,19
Kia,Sephia,mechanical,blue,300000,1996,gasoline,False,gasoline,1.6,sedan,False,owned,front,800.0,True,Минская обл.,5,1,True,False,False,False,False,False,False,False,False,False,14
Kia,Rio,mechanical,red,78000,2014,gasoline,False,gasoline,1.4,sedan,False,owned,front,7540.55,False,Гомельская обл.,6,3,False,True,False,False,False,False,False,False,False,False,60
Kia,Sportage,automatic,black,147000,2012,gasoline,False,gasoline,2.0,suv,False,owned,all,13700.0,False,Минская обл.,17,3,False,True,False,True,False,True,True,True,True,True,60
Kia,Cerato,mechanical,blue,68000,2014,gasoline,False,gasoline,1.6,sedan,False,owned,front,10900.0,False,Минская обл.,15,2,False,True,False,False,False,True,False,True,True,True,63
Kia,Sportage,automatic,blue,0,2019,gasoline,False,gasoline,2.0,suv,False,new,front,25395.0,True,Брестская обл.,12,182,False,True,True,True,False,True,False,True,True,True,412
Kia,Rio,automatic,brown,0,2019,gasoline,False,gasoline,1.6,sedan,False,new,front,15166.46,True,Брестская обл.,15,182,False,True,False,True,False,True,False,True,True,True,412
Kia,Rio,automatic,silver,0,2019,gasoline,False,gasoline,1.6,sedan,False,new,front,13987.95,True,Брестская обл.,5,191,False,True,False,True,False,True,False,False,True,False,430
Kia,Clarus,mechanical,silver,214000,1998,gasoline,False,gasoline,2.0,universal,False,owned,front,900.0,False,Минская обл.,15,3,False,True,False,False,False,False,False,False,False,True,23
Kia,Sedona,automatic,silver,250000,2006,gasoline,False,gasoline,3.5,minivan,False,owned,front,7500.0,True,Минская обл.,13,1,False,True,False,True,False,False,False,False,False,True,15
Kia,Optima,automatic,grey,91733,2012,gasoline,False,gasoline,2.0,sedan,False,owned,front,14000.0,True,Минская обл.,4,23,False,True,True,True,True,True,True,True,True,True,281
Kia,Sorento,mechanical,black,280000,2005,diesel,False,diesel,2.5,suv,False,owned,all,7500.0,False,Минская обл.,9,1,False,True,False,False,True,True,True,False,True,True,15
Kia,Rio,mechanical,black,72000,2016,gasoline,False,gasoline,1.6,sedan,False,owned,front,7600.0,False,Могилевская обл.,4,21,False,True,False,True,False,True,False,True,False,True,53
Kia,Sorento,automatic,white,86000,2018,diesel,False,diesel,2.2,suv,False,owned,all,31500.0,False,Гомельская обл.,13,2,False,True,True,True,True,True,True,True,True,True,35
Kia,Sportage,automatic,black,250000,2011,diesel,False,diesel,2.0,suv,False,owned,all,11500.0,False,Минская обл.,8,2,False,True,True,True,True,True,True,True,True,True,48
Kia,Sportage,automatic,blue,20500,2017,gasoline,False,gasoline,2.0,minivan,False,owned,front,24000.0,False,Минская обл.,6,8,False,True,False,True,False,True,True,True,True,True,59
Kia,Rio,mechanical,blue,300000,2000,gasoline,False,gasoline,1.5,hatchback,False,owned,front,1517.59,False,Гомельская обл.,5,2,False,True,False,False,False,False,False,False,False,True,71
Kia,Clarus,mechanical,green,285000,1997,gasoline,False,gasoline,2.0,sedan,False,owned,front,1300.0,True,Могилевская обл.,4,10,False,False,False,False,False,False,False,False,False,True,95
Kia,Picanto,mechanical,black,240000,2006,gasoline,False,gasoline,1.1,hatchback,False,owned,front,2800.0,False,Минская обл.,7,9,False,True,False,False,False,False,False,False,False,False,91
Kia,Spectra,automatic,other,170600,2007,gasoline,False,gasoline,1.6,sedan,False,owned,front,3000.0,False,Минская обл.,10,1,False,True,False,False,False,True,False,False,False,True,17
Kia,Rio,mechanical,black,140000,2012,gasoline,False,gasoline,1.6,sedan,False,owned,front,6900.0,False,Минская обл.,7,4,False,True,False,False,False,False,False,False,False,False,40
Kia,Rio,mechanical,other,70000,2014,gasoline,False,gasoline,1.6,sedan,False,owned,front,9450.0,False,Минская обл.,3,5,False,True,False,False,False,True,False,False,True,True,90
Kia,Cee'd,mechanical,white,97000,2015,diesel,False,diesel,1.4,universal,False,owned,front,11800.0,True,Витебская обл.,12,5,False,True,False,True,False,False,False,True,True,False,35
Kia,Rio,mechanical,silver,94500,2013,gasoline,False,gasoline,1.6,sedan,False,owned,front,8800.0,False,Гродненская обл.,7,11,False,True,False,False,False,True,False,False,False,True,59
Kia,Sorento,mechanical,black,264000,2003,diesel,False,diesel,2.5,suv,False,owned,all,6500.0,False,Минская обл.,16,1,False,True,False,True,True,True,True,False,True,True,17
Kia,Sephia,mechanical,green,316000,1995,gasoline,False,gasoline,1.5,sedan,False,owned,front,700.0,True,Брестская обл.,9,1,False,False,False,False,False,False,False,False,False,True,17
Kia,Sorento,mechanical,silver,240000,2004,diesel,False,diesel,2.5,suv,False,owned,all,6900.0,False,Гомельская обл.,10,2,False,True,False,False,True,True,False,False,False,True,22
Kia,Rio,automatic,orange,54000,2017,gasoline,False,gasoline,1.6,sedan,False,owned,front,11990.0,False,Минская обл.,23,2,False,True,False,True,False,True,False,False,True,False,22
Kia,Cee'd,automatic,blue,0,2019,gasoline,False,gasoline,1.6,hatchback,False,new,front,18500.0,False,Минская обл.,7,29,False,True,True,True,True,True,True,True,True,True,251
Kia,Clarus,automatic,black,307824,1998,gasoline,False,gasoline,1.8,sedan,False,owned,front,1493.88,False,Могилевская обл.,8,1,True,False,False,False,False,False,False,False,False,False,18
Kia,Optima,automatic,brown,89000,2016,gasoline,False,gasoline,2.4,sedan,False,owned,front,22100.0,False,Гомельская обл.,18,1,False,True,True,True,True,True,True,True,True,True,18
Kia,Sportage,automatic,brown,118000,2012,gasoline,False,gasoline,2.0,suv,False,owned,front,13300.0,True,Минская обл.,5,5,False,True,False,True,False,True,False,False,True,True,100
Kia,Optima,automatic,white,60000,2018,diesel,False,diesel,2.0,sedan,False,owned,front,20700.0,False,Брестская обл.,10,7,False,True,False,False,False,True,False,True,True,True,60
Kia,Rio,mechanical,silver,117850,2013,gasoline,False,gasoline,1.4,sedan,False,owned,front,6850.0,False,Минская обл.,9,2,False,True,False,False,False,False,False,False,False,False,29
Kia,Cee'd,mechanical,black,200000,2008,gasoline,False,gasoline,1.6,universal,False,owned,front,6500.0,True,Гомельская обл.,6,1,False,True,False,False,False,True,False,False,False,True,19
Kia,Carnival,automatic,silver,195000,2002,gas,True,gasoline,2.5,minivan,False,owned,front,3500.0,True,Минская обл.,8,12,False,True,False,False,False,False,False,False,False,False,164
Kia,Shuma,mechanical,grey,260000,1999,gasoline,False,gasoline,1.5,hatchback,False,owned,front,1000.0,True,Минская обл.,5,4,True,False,False,False,False,False,False,False,False,False,55
Kia,Cee'd,mechanical,black,75000,2009,gasoline,False,gasoline,1.4,hatchback,False,owned,front,6800.0,False,Минская обл.,4,17,False,True,False,True,False,False,False,True,False,True,162
Kia,Sephia,mechanical,other,332000,1993,gasoline,False,gasoline,1.6,sedan,False,owned,front,500.0,True,Минская обл.,4,5,True,False,False,False,False,False,False,False,False,False,67
Kia,Carens,mechanical,silver,360000,2003,gasoline,False,gasoline,1.8,minivan,False,owned,front,3500.0,True,Минская обл.,4,3,False,True,False,False,False,True,False,True,True,False,72
Kia,Rio,mechanical,red,132000,2009,gasoline,False,gasoline,1.4,sedan,False,owned,front,5200.0,False,Минская обл.,9,1,False,True,False,False,False,False,False,False,False,True,21
Kia,Rio,mechanical,silver,300000,2000,gasoline,False,gasoline,1.3,universal,False,owned,front,1636.16,True,Могилевская обл.,4,1,False,False,False,False,False,False,False,False,False,True,21
Kia,Sephia,mechanical,blue,317000,1995,gasoline,False,gasoline,1.6,sedan,False,owned,front,650.0,True,Гомельская обл.,11,10,True,False,False,False,False,False,False,False,False,False,59
Kia,Cee'd,mechanical,blue,210000,2008,gasoline,False,gasoline,1.6,hatchback,False,owned,front,5400.0,False,Минская обл.,11,3,False,True,False,True,True,True,False,False,True,True,62
Kia,Shuma,mechanical,blue,220000,2000,gasoline,False,gasoline,1.6,hatchback,False,owned,front,1200.0,True,Минская обл.,8,22,False,True,False,False,False,False,False,False,False,False,89
Kia,Sorento,automatic,black,277000,2002,diesel,False,diesel,2.5,suv,False,owned,all,5216.26,False,Минская обл.,12,20,False,True,False,False,False,True,False,False,False,True,87
Kia,Rio,mechanical,blue,230000,2001,gasoline,False,gasoline,1.5,universal,False,owned,front,1300.0,False,Минская обл.,4,1,True,False,False,False,False,False,False,False,False,False,22
Kia,Cerato,mechanical,silver,129000,2013,gasoline,False,gasoline,1.6,sedan,False,owned,front,9800.0,True,Могилевская обл.,8,24,False,True,False,False,False,True,False,False,False,True,90
Kia,Clarus,mechanical,green,302000,1999,gasoline,False,gasoline,2.0,universal,False,owned,front,1939.68,False,Брестская обл.,11,1,False,True,False,False,False,False,False,False,False,True,22
Kia,Sephia,mechanical,blue,200000,1995,gasoline,False,gasoline,1.5,sedan,False,owned,front,440.0,True,Минская обл.,16,2,True,False,False,False,False,False,False,False,False,False,24
Kia,Sorento,mechanical,green,270000,2005,diesel,False,diesel,2.5,suv,False,owned,rear,6592.05,True,Гомельская обл.,5,1,False,True,False,False,True,False,False,False,False,True,23
Kia,Sephia,mechanical,blue,230000,1998,gasoline,False,gasoline,1.6,hatchback,False,owned,front,800.0,False,Могилевская обл.,1,30,False,True,False,False,False,False,False,False,False,False,296
Kia,Clarus,mechanical,green,230000,1998,gasoline,False,gasoline,1.8,sedan,False,owned,front,700.0,False,Минская обл.,5,9,True,False,False,False,False,False,False,False,False,False,101
Kia,Magentis,mechanical,black,204000,2005,gasoline,False,gasoline,2.0,sedan,False,owned,front,4250.0,True,Минская обл.,11,14,False,True,False,False,False,False,False,False,False,True,183
Kia,Sorento,mechanical,brown,135000,2014,gasoline,False,gasoline,2.4,suv,False,owned,all,15300.0,False,Минская обл.,6,15,False,True,False,True,False,True,False,True,True,True,122
Kia,Shuma,mechanical,blue,209835,1999,gasoline,False,gasoline,1.5,sedan,False,owned,front,1300.0,True,Гродненская обл.,9,22,False,False,False,False,False,False,False,False,True,True,167
Kia,Carnival,mechanical,silver,333222,2005,diesel,False,diesel,2.9,minivan,False,owned,front,3500.0,True,Минская обл.,5,2,False,True,True,False,False,True,False,False,True,False,47
Kia,Sportage,automatic,other,321869,1999,gasoline,False,gasoline,2.0,suv,False,owned,rear,3800.0,True,Могилевская обл.,11,5,False,True,False,False,True,False,False,False,False,True,35
Kia,Sorento,automatic,black,198000,2010,diesel,False,diesel,2.2,suv,False,owned,all,13850.0,False,Могилевская обл.,6,7,False,True,False,True,True,True,False,True,True,True,182
Kia,Carens,automatic,silver,265000,2007,diesel,False,diesel,2.0,minivan,False,owned,front,5900.0,False,Минская обл.,8,3,False,True,False,True,False,False,False,False,False,True,76
Kia,Clarus,mechanical,green,260000,2000,gasoline,False,gasoline,1.8,universal,False,owned,front,1400.0,False,Минская обл.,8,4,True,False,False,False,False,False,False,False,False,False,41
Kia,Shuma,mechanical,silver,300000,1998,gasoline,False,gasoline,1.8,hatchback,False,owned,front,1500.0,False,Минская обл.,4,122,False,True,False,False,False,True,False,False,False,True,599
Kia,Sportage,mechanical,red,1000000,1995,gasoline,False,gasoline,2.0,suv,False,owned,all,1800.0,True,Минская обл.,20,19,True,False,False,False,False,False,False,False,False,False,102
Kia,Sorento,mechanical,black,290000,2006,diesel,False,diesel,2.5,suv,False,owned,all,9200.0,True,Минская обл.,1,1,False,True,False,False,False,False,False,False,False,True,25
Kia,Sportage,automatic,brown,256000,2001,gasoline,False,gasoline,2.0,suv,False,owned,all,2900.0,True,Гродненская обл.,8,1,True,False,False,False,False,False,False,False,False,False,25
Kia,Sorento,automatic,silver,310000,2003,diesel,False,diesel,2.5,suv,False,owned,all,5900.0,False,Минская обл.,9,18,False,True,False,True,False,True,False,False,True,True,108
Kia,Carens,mechanical,blue,311011,2003,diesel,False,diesel,2.0,minivan,False,owned,front,4000.0,False,Минская обл.,11,3,False,True,False,False,False,False,False,False,False,False,54
Kia,Carens,mechanical,silver,280000,2002,diesel,False,diesel,2.0,universal,False,owned,front,3500.0,False,Минская обл.,7,24,False,False,False,False,True,True,False,False,False,True,171
Kia,Sorento,automatic,black,167000,2010,gasoline,False,gasoline,2.4,suv,False,owned,front,11000.0,False,Минская обл.,5,4,False,True,True,False,True,False,False,True,True,True,84
Kia,Sportage,automatic,other,138000,2001,gasoline,False,gasoline,2.0,suv,False,owned,all,4000.0,False,Минская обл.,4,5,False,True,False,False,False,True,False,False,False,False,83
Kia,Rio,mechanical,silver,150000,2013,gasoline,False,gasoline,1.4,hatchback,False,owned,front,6800.0,False,Витебская обл.,10,67,False,True,False,False,False,False,False,False,True,False,259
Kia,Sorento,automatic,white,43000,2014,gasoline,False,gasoline,2.4,suv,False,owned,all,23000.0,True,Минская обл.,23,2,False,True,True,True,True,True,True,True,True,True,65
