avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_inc_price,inc_pct,weekday_pct,fancy_car_user,city_Carthag,city_Harko,phone_iPhone,first_month_cat_more_1_trip,first_month_cat_no_trips,month_5_still_here
1.96,5.0,4.0,1.0,0.0,50.0,False,0,0,0,1,0,0
1.38,4.9,5.0,1.02,9.4,68.8,False,0,1,1,1,0,1
1.47,5.0,,1.0,0.0,100.0,True,1,0,1,0,0,0
11.73,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,0,0
9.99,4.5,5.0,1.0,0.0,50.0,True,0,0,1,1,0,0
1.47,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
0.52,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,0,0
3.28,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
5.39,4.7,4.2,1.04,5.9,58.8,True,0,1,1,0,1,1
3.82,5.0,,1.0,0.0,100.0,False,1,0,0,0,0,0
2.64,4.9,4.9,1.0,0.0,73.3,False,0,1,0,1,0,1
1.0,5.0,4.0,1.0,0.0,100.0,False,0,1,1,1,0,0
12.59,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
1.74,5.0,5.0,1.17,33.3,66.7,True,0,0,1,0,0,0
3.9,4.6,4.9,1.06,10.3,64.1,True,0,0,1,1,0,1
6.6,5.0,4.0,1.0,0.0,0.0,False,0,1,1,0,0,1
3.73,4.0,4.5,1.0,0.0,20.0,True,1,0,0,0,0,1
11.13,4.9,4.6,1.25,23.8,23.8,True,0,0,1,1,0,1
1.58,5.0,3.0,1.0,0.0,100.0,True,0,0,0,0,1,1
1.96,5.0,,1.5,100.0,100.0,False,0,1,1,0,1,1
1.81,5.0,4.3,1.0,0.0,0.0,False,0,0,1,1,0,0
3.26,5.0,4.0,1.0,0.0,100.0,True,1,0,0,0,1,0
4.14,5.0,5.0,1.15,30.0,70.0,True,1,0,1,0,0,1
2.94,4.7,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
7.9,5.0,3.0,1.0,0.0,33.3,False,0,0,0,0,1,0
3.97,4.7,5.0,1.0,0.0,66.7,True,1,0,1,1,0,0
15.92,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,0
3.55,5.0,4.5,1.0,0.0,0.0,False,1,0,1,1,0,0
3.13,5.0,5.0,1.25,100.0,0.0,False,0,1,1,0,1,0
1.77,4.6,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
13.25,5.0,5.0,1.0,0.0,63.6,True,0,0,1,0,0,1
2.59,4.0,4.0,1.0,0.0,0.0,True,1,0,0,0,0,0
3.47,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
1.56,5.0,4.5,1.0,0.0,100.0,True,0,1,1,0,1,0
1.51,4.4,4.5,1.0,0.0,81.8,False,0,0,0,1,0,0
1.7,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
1.93,3.8,5.0,1.0,0.0,83.3,True,0,0,1,0,0,1
4.62,5.0,5.0,1.06,25.0,100.0,False,1,0,0,0,1,1
1.64,4.6,4.1,1.0,0.0,54.2,False,0,0,1,1,0,1
3.93,5.0,5.0,1.13,37.5,50.0,False,0,1,1,0,1,1
3.49,4.8,3.8,1.06,16.7,33.3,False,0,0,1,0,0,1
4.62,5.0,,1.0,0.0,100.0,False,0,0,1,0,0,0
11.8,5.0,,1.0,0.0,50.0,False,0,0,0,0,0,0
8.17,5.0,4.5,1.0,0.0,0.0,False,0,0,1,1,0,0
4.61,4.2,5.0,1.08,33.3,33.3,False,0,0,0,1,0,1
6.25,4.5,4.0,1.0,0.0,25.0,True,0,0,1,1,0,1
2.48,4.9,4.4,1.08,11.1,55.6,True,1,0,1,1,0,1
3.32,5.0,4.0,1.0,0.0,100.0,False,0,0,1,0,0,0
11.17,5.0,4.5,1.0,0.0,40.0,False,0,0,1,0,1,1
2.28,5.0,4.9,1.04,7.7,61.5,False,1,0,1,0,1,1
5.97,4.7,4.8,1.38,16.7,33.3,True,0,0,1,1,0,1
3.62,5.0,4.7,1.0,0.0,66.7,True,0,1,1,0,0,1
19.97,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
7.06,5.0,5.0,1.0,0.0,66.7,True,0,1,1,1,0,1
4.94,5.0,5.0,1.01,5.9,100.0,True,0,0,0,1,0,0
1.49,5.0,4.8,1.0,0.0,71.4,True,0,0,1,0,1,1
7.72,4.9,4.8,1.0,0.0,51.4,True,0,0,1,1,0,1
3.77,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,1,1
1.79,5.0,3.0,1.0,0.0,0.0,True,0,1,1,0,0,0
7.92,5.0,4.5,1.0,0.0,50.0,False,0,0,1,0,0,1
11.59,5.0,3.0,1.0,0.0,100.0,False,0,0,1,0,1,1
5.47,5.0,4.0,1.0,0.0,50.0,False,0,0,1,0,0,0
1.92,5.0,5.0,1.0,0.0,46.7,True,0,1,1,1,0,1
5.45,5.0,5.0,1.0,0.0,33.3,False,1,0,1,0,1,0
3.48,4.8,4.3,1.0,0.0,66.7,False,1,0,0,1,0,1
24.82,4.8,,1.25,25.0,0.0,True,0,0,1,0,1,1
4.74,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
3.13,4.8,4.9,1.05,5.8,78.3,True,0,0,1,1,0,1
5.49,4.9,4.1,1.0,0.0,33.3,True,0,0,1,0,1,0
2.27,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
12.36,3.0,,1.0,0.0,100.0,True,1,0,1,0,1,1
3.02,4.6,4.1,1.27,30.0,60.0,False,1,0,1,1,0,0
4.59,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
4.17,5.0,5.0,1.0,0.0,57.1,True,1,0,1,1,0,1
10.68,5.0,,1.0,0.0,100.0,False,0,0,1,0,0,0
2.83,5.0,5.0,1.25,50.0,0.0,True,0,0,1,0,1,0
5.5,5.0,5.0,1.25,50.0,0.0,False,0,0,1,1,0,0
2.95,4.7,4.5,1.0,0.0,42.9,True,0,0,1,1,0,1
1.69,4.5,5.0,1.0,0.0,0.0,False,0,0,1,1,0,0
3.63,4.4,2.7,1.06,5.6,72.2,False,0,0,1,1,0,1
2.73,5.0,4.0,1.0,0.0,100.0,True,1,0,0,1,0,0
6.41,5.0,5.0,1.0,0.0,100.0,False,0,0,1,1,0,0
3.22,4.7,3.5,1.0,0.0,54.1,True,0,0,0,1,0,1
3.03,5.0,4.0,1.0,0.0,0.0,False,0,1,0,0,1,0
8.5,5.0,1.0,1.0,0.0,0.0,True,0,0,1,0,0,0
2.7,5.0,2.0,1.0,0.0,0.0,False,1,0,1,0,1,0
1.05,4.0,4.0,1.0,0.0,100.0,False,1,0,0,0,1,0
1.41,5.0,3.0,1.75,50.0,100.0,False,0,1,0,0,1,0
1.75,4.7,4.8,1.06,6.3,87.3,True,1,0,1,1,0,1
2.36,5.0,3.0,1.5,100.0,0.0,False,1,0,0,0,0,0
53.21,5.0,,1.0,0.0,100.0,False,1,0,1,0,1,0
9.46,3.7,5.0,1.33,33.3,100.0,False,1,0,0,0,1,0
2.24,5.0,5.0,1.75,50.0,50.0,False,1,0,0,0,0,0
6.8,5.0,5.0,1.0,0.0,100.0,True,0,1,1,0,0,0
0.57,5.0,5.0,1.0,0.0,100.0,False,0,0,1,1,0,1
13.26,5.0,5.0,1.0,0.0,50.0,True,0,1,0,0,1,1
7.81,4.8,4.7,1.0,0.0,80.0,False,1,0,1,1,0,1
2.09,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,0
7.5,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
3.7,,,2.0,100.0,0.0,False,0,1,1,0,1,1
37.44,5.0,4.0,1.0,0.0,100.0,False,1,0,1,0,1,0
3.35,4.8,4.3,1.03,8.3,69.4,True,0,1,1,0,0,1
5.87,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
3.12,4.8,5.0,1.19,50.0,0.0,False,1,0,1,0,0,1
3.94,4.8,4.1,1.04,4.8,33.3,False,0,0,1,1,0,0
2.56,4.8,5.0,1.06,11.1,48.1,False,0,0,1,1,0,1
2.43,4.0,4.0,1.0,0.0,50.0,False,0,0,0,1,0,0
4.45,5.0,,1.0,0.0,100.0,False,1,0,0,0,0,0
2.31,5.0,,1.0,0.0,100.0,True,0,0,1,0,0,0
4.16,4.6,4.6,1.04,6.3,21.9,True,0,0,1,1,0,1
1.48,5.0,4.0,1.0,0.0,100.0,False,0,1,1,1,0,0
4.67,5.0,3.0,1.0,0.0,100.0,False,0,0,0,0,1,1
3.05,4.8,3.5,1.0,0.0,84.6,True,0,1,1,1,0,1
6.02,5.0,,1.0,0.0,50.0,True,1,0,1,0,0,0
4.51,4.9,4.6,1.06,8.3,66.7,False,0,1,1,0,1,1
1.57,4.6,4.6,1.04,1.9,81.1,True,0,0,1,1,0,1
4.45,5.0,2.0,1.0,0.0,100.0,False,0,0,1,0,0,0
2.07,4.4,3.4,1.0,0.0,62.5,False,0,0,1,1,0,1
2.85,4.5,4.8,1.0,0.0,12.5,False,0,0,1,1,0,1
6.25,5.0,5.0,1.0,0.0,0.0,True,1,0,1,0,0,0
8.26,2.5,5.0,2.38,100.0,100.0,False,1,0,0,0,1,0
4.02,4.7,4.8,1.09,7.0,44.2,True,1,0,1,1,0,1
1.96,5.0,5.0,1.0,0.0,0.0,False,0,0,0,1,0,0
10.56,5.0,,1.25,100.0,100.0,False,1,0,0,0,1,1
3.13,4.5,4.8,1.0,0.0,66.7,False,0,0,1,1,0,1
1.83,4.7,5.0,1.1,13.3,46.7,False,0,1,1,1,0,1
1.48,4.5,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
10.74,4.8,4.0,1.0,0.0,87.5,True,0,0,1,0,1,1
4.34,4.6,4.9,1.05,5.6,57.4,False,0,0,1,1,0,1
4.7,4.7,4.8,1.02,3.4,69.0,True,0,0,1,1,0,1
1.17,5.0,5.0,1.0,0.0,50.0,False,0,0,1,0,1,0
0.92,5.0,5.0,1.0,0.0,0.0,True,0,1,0,0,1,1
4.44,5.0,4.7,1.0,0.0,100.0,False,0,0,0,1,0,0
2.0,4.9,3.9,1.0,0.0,87.5,False,0,0,1,0,1,1
1.96,5.0,,1.0,0.0,0.0,False,0,0,0,0,0,0
5.18,4.8,3.9,1.0,0.0,82.4,True,0,0,0,1,0,1
21.2,5.0,5.0,1.0,0.0,50.0,False,1,0,1,1,0,0
22.27,5.0,,1.0,0.0,100.0,True,0,1,1,0,1,1
5.55,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,1,0
4.46,4.6,4.3,1.0,0.0,71.8,False,0,0,1,1,0,1
2.4,4.0,5.0,1.0,0.0,0.0,True,0,0,0,0,1,1
7.23,4.5,4.5,1.0,0.0,15.0,False,0,0,1,1,0,1
2.31,5.0,5.0,1.25,50.0,50.0,False,1,0,1,1,0,0
5.91,4.8,4.3,1.0,0.0,50.0,False,1,0,0,1,0,0
4.36,4.7,4.6,1.07,9.7,64.5,False,0,1,1,1,0,1
1.98,5.0,4.0,1.0,0.0,100.0,True,1,0,1,0,0,0
1.61,4.5,3.8,1.2,15.0,80.0,True,1,0,1,1,0,1
3.58,4.6,4.3,1.06,16.7,58.3,True,1,0,1,0,1,1
4.18,4.9,3.8,1.06,7.7,69.2,False,0,0,1,1,0,1
0.8,5.0,5.0,1.0,0.0,0.0,False,1,0,1,1,0,0
5.89,4.4,4.5,1.0,0.0,80.0,True,0,0,1,1,0,0
4.85,4.0,,1.0,0.0,0.0,False,0,0,1,0,1,0
160.96,,,1.0,0.0,100.0,False,1,0,0,0,1,1
2.59,4.4,3.8,1.21,28.6,14.3,True,1,0,0,1,0,0
6.23,5.0,3.0,1.0,0.0,40.0,False,1,0,1,0,1,1
5.23,4.9,4.1,1.06,9.7,80.6,False,0,0,1,1,0,0
2.29,5.0,5.0,1.88,50.0,100.0,True,0,0,1,0,0,0
3.62,4.9,5.0,1.06,18.5,55.6,False,0,1,1,1,0,1
3.03,4.8,5.0,1.03,11.1,61.1,False,0,1,1,1,0,1
4.82,4.3,4.9,1.08,33.3,22.2,True,1,0,0,0,0,1
11.84,4.5,5.0,1.0,0.0,100.0,True,0,0,0,1,0,0
3.65,5.0,5.0,1.09,12.5,75.0,False,0,1,1,1,0,1
2.98,4.9,4.6,1.09,20.7,58.6,True,0,0,1,1,0,1
2.17,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,0
4.89,5.0,,1.0,0.0,100.0,False,0,1,0,0,0,1
8.17,5.0,4.3,1.0,0.0,75.0,True,0,0,0,1,0,0
2.45,4.0,,1.0,0.0,100.0,True,0,0,1,0,1,0
14.78,5.0,4.0,1.0,0.0,0.0,True,1,0,1,0,0,0
17.33,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
2.6,5.0,4.5,1.0,0.0,0.0,True,1,0,1,1,0,1
3.09,4.9,4.1,1.19,29.4,76.5,True,1,0,1,1,0,1
3.52,4.3,4.5,1.17,33.3,66.7,False,1,0,1,0,0,0
19.8,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
5.64,5.0,,1.0,0.0,100.0,False,1,0,0,0,1,0
1.77,5.0,,1.0,0.0,0.0,False,1,0,0,0,1,0
2.01,5.0,4.2,1.07,10.0,20.0,True,1,0,1,1,0,0
1.73,5.0,,1.0,0.0,0.0,True,1,0,1,0,1,1
2.83,4.6,4.3,1.08,12.5,50.0,False,0,0,1,1,0,1
9.13,5.0,,1.25,100.0,0.0,True,1,0,1,0,0,0
2.85,5.0,,1.0,0.0,0.0,True,1,0,0,0,0,0
12.59,5.0,4.5,1.0,0.0,100.0,True,0,0,1,1,0,1
1.6,5.0,4.9,1.0,0.0,100.0,True,0,0,1,0,1,0
14.48,5.0,5.0,1.0,0.0,100.0,True,0,1,1,0,1,1
2.73,3.0,4.0,1.0,0.0,100.0,False,1,0,1,0,0,0
2.43,4.6,5.0,1.02,2.9,78.6,True,0,1,1,1,0,1
15.36,5.0,,1.0,0.0,0.0,False,1,0,0,0,1,0
2.11,3.8,4.3,1.0,0.0,100.0,False,0,0,1,1,0,0
13.46,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,1,0
5.23,4.8,4.8,1.0,0.0,100.0,True,0,1,1,1,0,0
4.33,5.0,5.0,1.0,0.0,50.0,False,0,0,1,0,1,0
0.82,5.0,5.0,1.0,0.0,75.0,True,0,0,1,1,0,0
2.16,4.6,4.4,1.35,40.0,0.0,True,0,1,1,1,0,1
9.39,4.5,5.0,1.0,0.0,50.0,False,0,0,1,0,1,1
7.17,4.7,4.8,1.17,16.7,83.3,True,0,0,0,1,0,0
1.93,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
3.05,4.7,5.0,1.07,6.1,72.7,False,0,0,1,1,0,1
1.69,5.0,4.2,1.34,50.0,37.5,False,1,0,1,1,0,1
2.97,4.4,3.0,1.0,0.0,54.5,True,0,0,1,1,0,1
4.69,5.0,,1.0,0.0,33.3,True,1,0,1,0,0,1
3.31,5.0,5.0,1.0,0.0,33.3,False,1,0,1,1,0,0
5.1,4.9,4.2,1.1,16.9,57.7,True,0,1,1,1,0,1
2.83,4.9,5.0,1.0,0.0,88.9,True,0,1,0,1,0,1
8.17,5.0,3.0,1.0,0.0,50.0,False,0,0,0,1,0,0
2.4,4.7,4.9,1.0,0.0,80.0,False,0,1,1,1,0,0
2.94,4.1,4.9,1.03,6.7,60.0,True,0,0,1,1,0,1
11.44,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,0
3.43,4.9,4.7,1.19,25.0,75.0,True,1,0,1,0,0,1
3.25,5.0,5.0,1.0,0.0,0.0,True,0,0,1,0,0,1
1.54,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,0
2.78,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,0,0
17.47,4.5,,1.0,0.0,100.0,True,0,0,1,0,0,0
5.64,4.7,5.0,1.0,0.0,57.1,True,0,0,1,0,0,1
4.2,4.0,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
3.66,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
10.11,4.7,4.5,1.0,0.0,57.1,True,0,1,0,0,0,1
14.59,5.0,5.0,1.0,0.0,0.0,False,0,1,1,1,0,0
3.38,4.7,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
2.83,5.0,4.3,1.21,16.7,66.7,True,0,0,1,0,0,1
4.14,4.4,4.9,1.77,36.4,90.9,False,0,0,0,0,1,1
3.41,4.9,3.7,1.02,7.7,53.8,False,0,0,1,1,0,1
18.34,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
15.81,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
4.2,4.7,4.1,1.08,5.9,100.0,False,0,1,1,1,0,0
9.23,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
4.45,5.0,5.0,1.0,0.0,66.7,True,0,1,1,1,0,1
2.9,5.0,4.9,1.13,12.5,66.7,True,0,0,1,1,0,1
6.04,5.0,5.0,1.0,0.0,100.0,True,0,1,1,1,0,0
4.41,5.0,5.0,1.1,40.0,20.0,False,0,1,0,1,0,0
9.94,4.8,4.3,1.0,0.0,100.0,True,0,0,0,1,0,0
2.06,5.0,,1.0,0.0,0.0,False,1,0,0,0,0,0
2.26,5.0,4.8,1.0,0.0,25.0,True,0,1,1,0,1,1
8.72,5.0,5.0,1.0,0.0,75.0,False,1,0,0,0,0,0
1.71,4.4,5.0,1.0,0.0,87.5,False,1,0,1,1,0,0
1.27,4.9,4.0,1.0,0.0,57.1,False,0,0,1,0,1,1
14.62,5.0,4.0,1.0,0.0,100.0,False,0,1,1,0,1,1
2.44,5.0,5.0,1.0,0.0,50.0,True,0,0,1,0,0,0
1.1,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,1,0
2.37,4.4,4.3,1.25,18.2,18.2,True,1,0,1,1,0,1
0.76,5.0,4.0,1.0,0.0,100.0,False,0,0,0,0,1,0
0.84,5.0,,1.0,0.0,100.0,True,1,0,1,0,1,0
8.98,4.8,4.2,1.0,0.0,50.0,False,0,1,0,1,0,0
1.82,5.0,3.0,1.31,25.0,0.0,False,1,0,1,0,0,1
4.7,4.8,3.3,1.0,0.0,25.0,False,1,0,0,1,0,0
14.03,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
2.22,4.8,4.3,1.5,25.0,0.0,False,1,0,1,0,1,1
3.09,3.0,,1.0,0.0,100.0,True,1,0,0,0,0,0
4.03,4.5,4.4,1.0,0.0,80.0,True,0,0,1,1,0,1
5.75,5.0,5.0,1.3,40.0,40.0,False,1,0,1,1,0,1
1.09,4.5,4.5,1.0,0.0,100.0,False,1,0,1,1,0,1
2.11,4.9,5.0,1.21,28.6,14.3,False,1,0,0,1,0,1
3.24,5.0,,1.69,50.0,50.0,False,1,0,1,0,1,1
1.14,5.0,5.0,1.0,0.0,75.0,False,1,0,0,0,0,0
11.13,5.0,4.0,1.0,0.0,0.0,True,0,0,0,1,0,0
1.15,3.0,5.0,1.0,0.0,100.0,True,0,0,0,0,1,0
17.21,5.0,,1.0,0.0,50.0,False,0,0,0,0,0,0
4.02,4.7,3.6,1.25,27.0,48.6,True,0,0,1,1,0,1
2.86,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
1.83,5.0,,1.0,0.0,0.0,True,0,1,1,0,1,1
3.23,5.0,4.0,1.0,0.0,66.7,True,0,1,1,0,1,1
2.68,4.5,5.0,1.0,0.0,50.0,False,0,0,0,0,1,1
1.44,4.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
4.0,4.8,5.0,1.1,40.0,60.0,True,1,0,1,0,1,1
2.91,5.0,5.0,1.0,0.0,100.0,True,0,0,1,1,0,0
6.16,5.0,4.0,1.0,0.0,100.0,False,0,0,1,0,0,0
5.2,5.0,5.0,1.11,9.1,54.5,False,0,0,1,0,1,1
13.57,4.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
2.5,5.0,3.7,1.25,33.3,100.0,True,0,1,1,1,0,1
2.61,5.0,5.0,1.0,0.0,60.0,False,0,1,1,1,0,1
4.3,5.0,5.0,1.0,0.0,33.3,False,0,1,1,0,0,1
6.42,5.0,,1.0,0.0,100.0,False,0,0,1,0,0,0
1.0,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,0,0
2.35,5.0,4.6,1.0,0.0,71.4,False,1,0,1,0,1,1
4.15,5.0,5.0,1.12,15.4,61.5,True,1,0,0,1,0,0
1.65,4.7,5.0,1.17,33.3,66.7,True,0,0,1,0,1,0
2.34,4.7,4.9,1.18,21.1,47.4,False,0,1,1,0,1,1
10.92,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
11.72,5.0,5.0,1.33,33.3,33.3,False,0,0,1,0,1,0
9.39,5.0,5.0,1.13,25.0,25.0,False,0,1,1,1,0,0
4.82,5.0,4.0,1.0,0.0,50.0,False,1,0,0,0,1,0
5.28,5.0,4.0,1.0,0.0,0.0,True,1,0,1,1,0,0
2.39,5.0,,1.0,0.0,0.0,False,0,0,1,0,1,1
1.26,5.0,5.0,1.0,0.0,0.0,True,0,0,1,0,0,0
2.45,4.0,5.0,1.0,0.0,0.0,False,1,0,1,0,1,1
3.11,4.4,5.0,1.0,0.0,80.0,False,0,1,0,0,0,1
4.22,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,1
7.42,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
2.11,4.6,4.8,1.0,0.0,25.0,False,0,0,1,1,0,0
6.87,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,0,0
5.7,5.0,,1.0,0.0,0.0,False,0,0,0,0,1,1
26.8,5.0,5.0,1.0,0.0,50.0,False,0,1,0,1,0,0
8.89,5.0,5.0,1.0,0.0,80.0,False,1,0,0,1,0,1
5.93,4.8,5.0,1.05,9.1,36.4,True,1,0,0,0,1,1
12.9,5.0,4.0,1.0,0.0,100.0,False,0,0,0,0,0,0
3.92,4.3,4.8,1.25,16.7,50.0,False,0,0,0,1,0,1
2.39,5.0,,1.0,0.0,100.0,True,1,0,1,0,0,0
11.1,5.0,,1.0,0.0,0.0,False,0,1,1,0,0,0
5.04,5.0,,1.0,0.0,100.0,True,1,0,1,0,1,0
34.22,5.0,4.7,1.0,0.0,100.0,False,0,0,0,0,1,1
5.61,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
6.83,4.9,5.0,1.0,0.0,90.0,True,0,1,1,1,0,1
5.25,4.7,5.0,1.25,66.7,100.0,False,0,0,1,1,0,1
4.24,4.6,,1.0,0.0,22.2,False,0,0,1,0,0,1
16.9,5.0,,1.0,0.0,100.0,True,0,0,0,0,1,0
29.53,5.0,5.0,1.0,0.0,100.0,False,0,1,1,1,0,1
5.1,5.0,4.0,1.0,0.0,100.0,False,1,0,1,0,1,1
2.15,4.8,4.9,1.08,10.1,52.2,True,0,1,1,1,0,1
1.43,3.7,4.5,1.0,0.0,33.3,False,0,0,0,0,0,0
2.37,5.0,5.0,1.08,33.3,66.7,False,1,0,1,0,1,0
2.5,5.0,4.5,1.0,0.0,100.0,False,0,1,1,0,1,0
1.92,4.8,4.9,1.1,16.7,62.5,False,0,1,1,1,0,1
2.71,5.0,5.0,1.0,0.0,75.0,True,1,0,1,0,1,0
2.9,4.8,4.4,1.0,0.0,75.0,True,0,0,1,1,0,1
4.52,4.9,4.9,1.01,5.9,82.4,True,0,0,1,1,0,1
22.0,3.0,3.0,1.0,0.0,100.0,True,0,0,0,0,0,0
3.14,5.0,3.0,1.58,33.3,100.0,False,0,0,1,1,0,0
4.97,5.0,4.0,1.0,0.0,0.0,False,0,0,0,0,0,0
6.96,4.5,,1.88,50.0,0.0,False,0,0,0,0,1,0
3.04,4.8,5.0,1.04,16.7,83.3,True,1,0,1,0,0,0
2.32,4.2,4.6,1.03,5.6,61.1,False,0,0,1,0,0,1
2.23,4.9,4.8,1.08,10.5,78.9,True,0,1,1,0,0,1
1.75,4.7,4.3,1.03,11.1,0.0,True,0,0,1,0,1,1
2.32,5.0,4.0,1.0,0.0,100.0,False,0,1,1,0,0,0
5.15,4.7,4.9,1.0,0.0,81.0,True,0,0,1,1,0,1
4.99,5.0,4.3,1.33,33.3,16.7,True,0,1,1,1,0,0
5.0,5.0,5.0,1.13,16.7,50.0,True,1,0,1,1,0,1
5.88,5.0,4.8,1.3,20.0,40.0,False,1,0,1,1,0,0
1.87,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,0,0
58.27,5.0,2.0,1.0,0.0,0.0,False,1,0,0,0,1,0
36.34,,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
7.91,4.9,5.0,1.0,0.0,78.9,False,0,1,0,1,0,0
1.45,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
3.31,4.9,4.6,1.11,11.1,55.6,False,0,0,1,1,0,1
0.62,5.0,4.0,1.0,0.0,0.0,True,1,0,1,0,1,0
6.4,4.8,4.6,1.04,6.3,61.5,True,0,0,1,1,0,1
1.81,5.0,5.0,1.58,33.3,66.7,True,0,1,1,1,0,0
20.65,5.0,5.0,1.0,0.0,50.0,False,0,0,0,0,0,0
7.39,5.0,5.0,1.04,16.7,83.3,True,1,0,1,0,0,0
6.15,5.0,4.6,1.07,20.0,40.0,True,1,0,1,1,0,1
5.89,5.0,5.0,1.0,0.0,33.3,False,0,1,0,0,0,0
2.88,5.0,,1.0,0.0,100.0,False,0,1,0,0,0,0
1.8,5.0,4.3,1.0,0.0,50.0,True,0,1,1,0,1,1
3.08,5.0,4.7,1.0,0.0,33.3,False,1,0,1,1,0,0
4.51,4.6,5.0,1.05,20.0,0.0,True,1,0,1,0,1,1
14.9,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
2.08,4.8,3.8,1.09,37.5,37.5,False,1,0,1,1,0,0
6.45,4.8,4.0,1.25,16.7,16.7,False,0,0,1,0,0,1
7.08,5.0,,1.13,50.0,50.0,False,1,0,1,0,0,0
10.76,5.0,4.0,1.0,0.0,100.0,False,0,0,1,0,1,1
5.13,4.5,4.2,1.0,0.0,62.5,False,0,0,0,1,0,1
20.17,5.0,,1.0,0.0,100.0,False,0,1,1,0,1,1
1.74,4.1,4.7,1.0,0.0,87.5,False,0,0,1,0,1,0
6.04,4.6,3.8,1.03,8.3,55.6,False,0,0,1,1,0,1
11.06,5.0,,1.63,50.0,25.0,False,0,0,1,0,0,0
1.14,5.0,,1.0,0.0,100.0,False,0,0,1,0,0,0
3.24,5.0,,1.0,0.0,0.0,False,0,0,0,0,1,0
3.99,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
4.48,4.7,4.7,1.2,28.1,12.5,False,0,0,1,1,0,1
2.45,4.7,4.3,1.02,8.3,33.3,False,1,0,1,0,0,1
5.93,5.0,,1.0,0.0,100.0,True,0,0,0,0,1,0
2.92,5.0,3.0,1.0,0.0,0.0,False,0,0,1,0,1,1
2.48,5.0,,1.0,0.0,100.0,True,1,0,0,0,1,0
2.59,4.5,5.0,1.0,0.0,50.0,False,0,0,0,1,0,0
8.97,3.0,,1.0,0.0,0.0,False,0,0,0,0,1,1
3.1,4.6,5.0,1.13,12.1,75.7,True,0,0,1,1,0,1
12.84,5.0,4.0,1.0,0.0,100.0,True,0,0,1,0,1,0
3.5,4.7,5.0,1.02,6.3,60.3,True,0,0,1,1,0,1
2.72,5.0,4.7,1.0,0.0,42.9,True,0,1,1,0,1,0
6.83,5.0,4.0,1.0,0.0,100.0,False,0,0,0,0,0,0
1.97,5.0,5.0,1.0,0.0,0.0,False,0,1,0,0,1,0
2.6,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
