acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.279,['Makaveli'],0.591,277227.0,4.62045,0.918,1.0,0zE2QiKufz2hfS8neQBdWv,0.0,11.0,0.0662,-4.138999999999999,1.0,Against All Odds,47.0,2005-03-08,0.354,93.172,0.478,2005.0
0.322,['Death Cab for Cutie'],0.556,191373.0,3.18955,0.6629999999999999,0.0,2Wc6WJFIh86EDnlMxIKhv8,0.000773,7.0,0.129,-8.965,0.0,Someday You Will Be Loved,43.0,2005-08-29,0.0261,113.118,0.446,2005.0
0.00521,['Coldplay'],0.4920000000000001,328220.0,5.4703333333333335,0.7829999999999999,0.0,0WWz2AaqxLoO0fa9ou6Fqc,0.0361,8.0,0.0951,-8.997,0.0,White Shadows,53.0,2005-06-07,0.0483,127.437,0.26,2005.0
0.7490000000000001,['VeggieTales'],0.7390000000000001,187773.0,3.12955,0.449,0.0,0kz35q6rsNDB6d6XHNfLO4,0.0,11.0,0.0811,-9.669,1.0,His Cheeseburger,44.0,2005-10-04,0.0563,108.073,0.289,2005.0
0.144,['Selena'],0.8140000000000001,262493.0,4.374883333333333,0.722,0.0,23TUteFlo4GRVKy2zRvtMC,0.0,0.0,0.191,-6.075,1.0,Baila Esta Cumbia,51.0,2005-01-01,0.134,99.994,0.642,2005.0
0.000454,['Casting Crowns'],0.473,316720.0,5.278666666666667,0.713,0.0,5upa2GofaZrflJ5mW2y0OR,0.000155,1.0,0.12,-7.5939999999999985,1.0,Lifesong,45.0,2005-08-30,0.031,112.027,0.129,2005.0
0.012,['50 Cent'],0.48,255173.0,4.252883333333333,0.845,1.0,2rlcCS6vJSTrRMjsmVkoFY,0.0,10.0,0.331,-4.127,0.0,Piggy Bank,51.0,2005-03-03,0.303,79.374,0.872,2005.0
0.0649,"['Fort Minor', 'Bobo', 'Styles Of Beyond']",0.7020000000000001,222960.0,3.716,0.978,0.0,5IHmCv6LwS3JxQYEV9rst9,0.000444,8.0,0.311,-3.406,1.0,Believe Me (feat. Bobo & Styles of Beyond),50.0,2005-11-21,0.0473,110.0,0.6679999999999999,2005.0
0.0138,['Juan Gotti'],0.6679999999999999,188592.0,3.1432,0.805,0.0,0mP5w3gEO05bugnlo27MgZ,0.0,6.0,0.19,-4.399,1.0,Mexican Inside,43.0,2005-04-12,0.126,144.789,0.426,2005.0
0.0386,['Digital Underground'],0.8440000000000001,221467.0,3.691116666666667,0.648,0.0,4cd1JFZ9PAMlSSp38YnXCu,0.0,9.0,0.223,-10.685,0.0,Kiss You Back - Single Version,44.0,2005-06-19,0.113,113.074,0.794,2005.0
0.428,['South Border'],0.428,345156.0,5.7526,0.346,0.0,3ueq4reab02CypseErxvwS,0.0,5.0,0.101,-7.0920000000000005,1.0,Rainbow,60.0,2005,0.0324,87.185,0.4,2005.0
0.115,['My Morning Jacket'],0.352,333800.0,5.5633333333333335,0.654,0.0,2LuaCTFQkHilH4a7jGj00J,0.000213,6.0,0.31,-5.867999999999999,1.0,Off The Record,45.0,2005-10-04,0.0315,139.335,0.509,2005.0
2.94e-05,['Disturbed'],0.593,223453.0,3.7242166666666665,0.927,0.0,3WiXCGEioBloorG63T3dSF,0.132,1.0,0.118,-3.533,1.0,Just Stop,48.0,2005-09-19,0.0795,101.906,0.4320000000000001,2005.0
0.183,['Makaveli'],0.7609999999999999,296813.0,4.946883333333333,0.871,1.0,5UMMTaCqfIz5qnVDZs57u6,0.0,2.0,0.415,-4.059,1.0,Bomb First (My Second Reply),47.0,2005-03-08,0.328,94.081,0.505,2005.0
0.000703,['Rammstein'],0.448,230560.0,3.8426666666666662,0.878,0.0,6UHXHzMYvpatBSPK7hxQR5,0.193,8.0,0.063,-5.287999999999999,1.0,MANN GEGEN MANN,49.0,2005-10-27,0.0727,166.105,0.579,2005.0
0.989,"['Frédéric Chopin', 'Gabriela Montero']",0.359,338253.0,5.63755,0.0323,0.0,4hbvrHgfZ8lqFrPx1Ztd6j,0.91,1.0,0.0938,-24.408,1.0,"Chopin: Nocturne No. 8 in D-Flat Major, Op. 27 No. 2",53.0,2005-09-05,0.0377,107.169,0.0728,2005.0
0.013,['Jeezy'],0.753,261960.0,4.366,0.6709999999999999,1.0,3frQJotNjIFiYRpvqCuxAB,0.0,7.0,0.0459,-6.5310000000000015,1.0,Bottom Of The Map,43.0,2005,0.291,154.059,0.7070000000000001,2005.0
0.0248,['MGMT'],0.591,265880.0,4.431333333333333,0.863,0.0,0wYPM5pexJu96AClrozpIh,0.453,4.0,0.114,-8.226,1.0,Indie Rokkers,47.0,2005-08-30,0.0321,139.97299999999998,0.434,2005.0
0.185,['Röyksopp'],0.7040000000000001,317092.0,5.284866666666667,0.927,0.0,238vPTkV2cKupWDnAietb6,0.108,9.0,0.325,-7.157,1.0,What Else Is There ?,44.0,2005-06-22,0.0436,114.994,0.342,2005.0
0.347,['Reba McEntire'],0.551,187107.0,3.11845,0.481,0.0,6j1kniUUyvURVva7SsjxlJ,0.0,2.0,0.0719,-9.298,1.0,I'm A Survivor,44.0,2005-01-01,0.0463,177.63,0.5529999999999999,2005.0
0.7020000000000001,['Hale'],0.5,242848.0,4.047466666666667,0.343,0.0,4N4SnTk6rQbLAcARYnjGD9,0.00114,7.0,0.113,-7.367000000000001,1.0,Kung Wala Ka,50.0,2005,0.0261,136.28,0.155,2005.0
0.189,['Nils'],0.637,238853.0,3.980883333333333,0.818,0.0,61S3v0zujG9J171zdMEap7,0.8859999999999999,10.0,0.0703,-7.178,0.0,Summer Nights,46.0,2005-01-25,0.0338,97.983,0.799,2005.0
0.00674,['Coldplay'],0.447,287635.0,4.793916666666666,0.679,0.0,2zQIITgo6sc5ppOfPcH205,0.00136,0.0,0.1639999999999999,-6.884,0.0,Square One,53.0,2005-06-07,0.0319,124.226,0.0599,2005.0
0.0262,['Lil Wayne'],0.6759999999999999,247040.0,4.117333333333333,0.745,1.0,4ZfB37omywo04Pm1Uw0EEQ,0.0,8.0,0.0756,-8.812999999999997,1.0,Hit Em Up,44.0,2005-01-01,0.369,81.343,0.888,2005.0
0.403,['Martha Wainwright'],0.37,193973.0,3.2328833333333336,0.415,1.0,6jXrlEipTpnPbvbRi56iJV,0.0,2.0,0.123,-5.4579999999999975,1.0,Bloody Mother Fucking Asshole,50.0,2005,0.036,176.455,0.24,2005.0
0.000269,['Backstreet Boys'],0.7090000000000001,231187.0,3.8531166666666663,0.555,0.0,17lJlBTeJZEC5r4m8kqrE4,0.0,2.0,0.0804,-3.506,1.0,Just Want You to Know,54.0,2005-06-14,0.0348,106.0,0.638,2005.0
0.0058,['The Fray'],0.495,236533.0,3.9422166666666665,0.8240000000000001,0.0,5Re8AyLirdL9F5VeLI8JzN,0.0,7.0,0.219,-3.474,0.0,She Is,49.0,2005-09-13,0.0357,138.988,0.469,2005.0
0.145,['Slightly Stoopid'],0.772,180720.0,3.012,0.701,0.0,56XDI7P6Er1dD5SqUxWbuQ,0.545,7.0,0.0859,-6.136,1.0,Up on a Plane,43.0,2005,0.138,165.778,0.907,2005.0
2.61e-05,['Disturbed'],0.382,282053.0,4.7008833333333335,0.976,0.0,1gFrm3uL7UAtmjaPspYedU,0.0195,1.0,0.118,-2.5980000000000003,1.0,I'm Alive,49.0,2005-09-19,0.0696,179.918,0.574,2005.0
0.375,['Yndio'],0.614,237120.0,3.952,0.183,0.0,6tuLsR31HkZKWcqXI98ra0,0.000718,4.0,0.158,-20.408,1.0,Herida De Amor,45.0,2005-01-01,0.0281,78.75,0.424,2005.0
0.994,"['Franz Schubert', 'Renée Fleming', 'Royal Philharmonic Orchestra', 'Andreas Delfs']",0.12,256573.0,4.2762166666666666,0.138,0.0,4JsMpgsep6XpuHSzKCTxCz,0.6859999999999999,10.0,0.11,-15.538,1.0,"Ave Maria, D. 839",44.0,2005-01-01,0.048,67.891,0.043,2005.0
0.6409999999999999,['Mark Knopfler'],0.589,353120.0,5.8853333333333335,0.484,0.0,4eA4i2Uf0DDIkpyesj98Ag,0.107,6.0,0.0873,-10.126,0.0,Sailing to Philadelphia,42.0,2005-11-15,0.0249,99.067,0.149,2005.0
2.55e-05,['Trivium'],0.446,173160.0,2.886,0.933,0.0,2nuA1esWzYEgnfQ4DpsSsm,9.67e-05,9.0,0.085,-3.605,0.0,Dying in Your Arms,51.0,2005-03-07,0.0537,159.961,0.753,2005.0
0.00698,['Mindless Self Indulgence'],0.7040000000000001,144987.0,2.41645,0.726,0.0,5x72ol5TLUO0ymkQr4JuWB,0.0151,0.0,0.1669999999999999,-5.05,0.0,Stupid MF,43.0,2005,0.128,151.972,0.726,2005.0
0.0537,['Eminem'],0.619,281133.0,4.68555,0.746,1.0,18TtVZgD09HpU7lUXR0kPI,0.0,10.0,0.295,-5.479,0.0,When I'm Gone,48.0,2005-12-06,0.36,149.944,0.757,2005.0
0.078,['Atmosphere'],0.6679999999999999,218627.0,3.643783333333333,0.807,1.0,5ELeYitO5MSdzNQBTpAnRw,0.0,11.0,0.322,-3.854,0.0,Smart Went Crazy,44.0,2005,0.325,90.052,0.483,2005.0
0.00868,['Eminem'],0.6920000000000001,326467.0,5.441116666666667,0.7440000000000001,1.0,1jS7v1W7iS5ND9IYqfOxWo,0.000423,2.0,0.359,-4.565,1.0,"Lose Yourself - From ""8 Mile"" Soundtrack",50.0,2005-12-06,0.257,171.37400000000005,0.0612,2005.0
0.0226,['Paramore'],0.519,220967.0,3.6827833333333335,0.88,0.0,2itu79WbZhUCHX4jg0fyAd,0.0,6.0,0.135,-3.929,1.0,Never Let This Go,49.0,2005-07-26,0.0447,144.968,0.529,2005.0
0.0025,"['The Game', 'Eminem']",0.611,286787.0,4.779783333333333,0.763,1.0,44ppI3wTXpkgSR3P6nkQup,0.0,11.0,0.182,-4.677,0.0,We Ain't,50.0,2005,0.277,171.97799999999995,0.496,2005.0
0.139,['Yolanda Adams'],0.67,345040.0,5.750666666666667,0.503,0.0,2czrGVxIeBTSY01Q3beDH2,0.0,8.0,0.0905,-6.799,1.0,Be Blessed,44.0,2005-08-29,0.0449,110.109,0.186,2005.0
0.335,['Justin Timberlake'],0.862,444373.0,7.406216666666666,0.7070000000000001,0.0,62cYasTwBy6Y7pstdSTmHu,0.000116,10.0,0.283,-6.242999999999999,0.0,LoveStoned / I Think She Knows Interlude,50.0,2006-09-13,0.0585,121.259,0.8490000000000001,2006.0
0.000984,['Lacuna Coil'],0.503,245573.0,4.092883333333334,0.667,0.0,71KtwiEpzcn9WxwlaS7ZJY,0.027,11.0,0.229,-6.831,0.0,Enjoy the Silence - cover version,55.0,2006,0.0285,113.018,0.101,2006.0
0.0429,['Hillsong UNITED'],0.445,298560.0,4.976,0.452,0.0,0yyTj3fGBIrgJemUo3WD74,0.00733,0.0,0.0937,-9.604,1.0,Came To My Rescue - Live,44.0,2006-03-22,0.0244,81.961,0.157,2006.0
0.0895,['A.B. Quintanilla III Y Los Kumbia Kings'],0.79,210307.0,3.5051166666666664,0.908,0.0,4RcN7qGRs4OfbI8cHmqQiL,6.36e-06,0.0,0.223,-4.836,1.0,Chiquilla,51.0,2006-01-01,0.0456,110.004,0.961,2006.0
0.0936,['Pearl Jam'],0.296,326040.0,5.434,0.563,0.0,0sHdUji2tWxiRDfShSWHUN,5.93e-05,5.0,0.116,-5.58,1.0,Come Back,56.0,2006-05-02,0.029,167.412,0.267,2006.0
0.333,['Keith & Kristyn Getty'],0.508,279160.0,4.652666666666667,0.544,0.0,2hQxLiI93xdjqENJuKeXjO,0.0,7.0,0.257,-7.9620000000000015,1.0,In Christ Alone,50.0,2006-01-01,0.0286,138.114,0.407,2006.0
0.00144,['The Killers'],0.532,248467.0,4.141116666666667,0.931,0.0,1Rr17slUHwVRkDz4A2TUcM,0.263,11.0,0.159,-3.662,0.0,Bling (Confession Of A King),52.0,2006-10-02,0.0467,113.424,0.383,2006.0
0.6579999999999999,['Samuel Hernández'],0.463,289693.0,4.828216666666666,0.431,0.0,25uL5bEmMZ0ObN8A7HH2n9,0.0,9.0,0.102,-5.8020000000000005,1.0,Dios Siempre Tiene el Control,52.0,2006-07-17,0.0299,136.172,0.289,2006.0
0.0762,['Angels & Airwaves'],0.541,307933.0,5.132216666666666,0.828,0.0,6cz4r94FQEZMy7dC5wtL1E,3.12e-05,2.0,0.318,-4.048,1.0,The War,44.0,2006-01-01,0.0417,95.011,0.503,2006.0
0.381,['Reik'],0.665,215342.0,3.589033333333333,0.5539999999999999,0.0,5saQ13jGnI9vZzZ1nQFKrn,0.0,1.0,0.145,-8.2,0.0,Invierno,57.0,2006-11-14,0.0287,122.03,0.5,2006.0
0.0578,['Sister Hazel'],0.614,214347.0,3.5724500000000003,0.84,0.0,6JpEt3AGt3q12kd2Dsf1xV,0.0,10.0,0.108,-5.1229999999999976,1.0,Mandolin Moon,45.0,2006-10-10,0.0487,130.14700000000002,0.8170000000000001,2006.0
0.0207,['Mobb Deep'],0.6609999999999999,236680.0,3.944666666666667,0.8190000000000001,1.0,1xv16OOHQcYUiS0y8pU9Kx,0.0,1.0,0.32,-2.15,0.0,Put 'Em In Their Place,52.0,2006-05-02,0.263,87.001,0.5579999999999999,2006.0
0.618,['Marc Anthony'],0.488,237800.0,3.963333333333333,0.488,0.0,2mzG4KN7dEGPMlkwj2x7SL,0.0,4.0,0.632,-8.87,0.0,Hasta Ayer,48.0,2006-01-01,0.0387,99.782,0.454,2006.0
0.659,['Mickey and Pals'],0.573,128853.0,2.1475500000000003,0.442,0.0,2rDl2zDDHO446MaNj7EAHn,0.0,7.0,0.211,-10.305,1.0,Daisy Bo Peep Has Lost Her Sheep,46.0,2006-01-01,0.0482,107.855,0.703,2006.0
0.988,['Brian Crain'],0.361,223347.0,3.72245,0.185,0.0,1tUeaAwcZK4S1CUDtDwJDc,0.899,5.0,0.21,-14.602,1.0,Butterfly Waltz,49.0,2006-01-01,0.0362,129.439,0.401,2006.0
0.6859999999999999,['Alan Jackson'],0.743,75973.0,1.2662166666666663,0.463,0.0,5T2QE22XKxvMyQb5Xmr70z,0.0,6.0,0.263,-8.987,1.0,Are You Washed In The Blood,47.0,2006,0.0272,113.132,0.8109999999999999,2006.0
0.674,['Chris Young'],0.61,199360.0,3.322666666666667,0.379,0.0,08zgiAP2zezRPHdrWaRDbO,0.0,7.0,0.149,-7.849,1.0,Drinkin' Me Lonely,44.0,2006-10-02,0.0288,81.872,0.355,2006.0
0.292,['Stick Figure'],0.7929999999999999,237280.0,3.9546666666666663,0.425,0.0,0COYCxA6EZwB7CrW2w6L3z,0.836,2.0,0.0786,-11.208,1.0,Winds From the West,45.0,2006-01-01,0.0874,77.663,0.522,2006.0
0.0285,"['Robin Thicke', 'Pharrell Williams']",0.902,263280.0,4.388,0.358,0.0,0KM6AKdy0UPr7U4s7nPuwc,0.00992,9.0,0.0917,-9.032,0.0,Wanna Love You Girl - Main,46.0,2006-01-01,0.15,116.025,0.773,2006.0
0.0155,"['Nas', 'will.i.am']",0.758,225560.0,3.759333333333333,0.74,0.0,7iF9B5dbSOfEeznArGFHhn,0.0,0.0,0.229,-5.7620000000000005,0.0,Hip Hop Is Dead,45.0,2006-12-19,0.203,110.831,0.619,2006.0
0.0361,['Gucci Mane'],0.7609999999999999,225293.0,3.754883333333333,0.626,1.0,5wTV2aPLlM3nB3GmEMiXZb,2.71e-05,7.0,0.121,-2.862,1.0,Freaky Girl,44.0,2006-10-10,0.0522,147.019,0.6629999999999999,2006.0
0.5660000000000001,['Roy Orbison'],0.652,211227.0,3.52045,0.634,0.0,0RteYQqW1AOq3JNL0yMWYt,1.08e-06,9.0,0.15,-9.914,1.0,You Got It,51.0,2006-03-28,0.0261,114.681,0.674,2006.0
0.602,['The Chi-Lites'],0.621,310747.0,5.179116666666667,0.413,0.0,01cQPNCptd662nikuY42zw,4.88e-06,4.0,0.145,-12.274,1.0,Have You Seen Her,46.0,2006,0.0348,139.491,0.338,2006.0
0.899,['Gregory and the Hawk'],0.71,174027.0,2.90045,0.188,0.0,3VVyLteHZ5xmQrdlltkT89,0.366,10.0,0.128,-18.477,1.0,Boats & Birds,47.0,2006-01-01,0.0369,77.994,0.557,2006.0
0.359,['Callalily'],0.404,326813.0,5.446883333333333,0.556,0.0,5zMR44ZH4KVZj4FlhTj3SE,4.93e-06,4.0,0.0964,-8.329,1.0,Magbalik,62.0,2006-07-17,0.0326,159.256,0.34,2006.0
0.993,['Ashana'],0.141,536187.0,8.93645,0.0072599999999999,0.0,3JQaDnn7sdtInlniHQAIWV,0.581,4.0,0.101,-16.518,0.0,The Embrace,52.0,2006-01-01,0.0471,70.586,0.0368,2006.0
0.235,['Brand New'],0.41,462293.0,7.704883333333333,0.5770000000000001,0.0,1PExhawz0iaufZ7Ux5FBGJ,0.0103,11.0,0.191,-6.836,0.0,Limousine,43.0,2006-01-01,0.0423,76.862,0.16,2006.0
0.0008359999999999,['Vanessa Hudgens'],0.65,166867.0,2.7811166666666667,0.868,0.0,0occ3Gxp6ZV5DUmJNuEsQB,1.6100000000000002e-05,5.0,0.245,-3.988,1.0,Come Back To Me,49.0,2006-01-01,0.084,87.961,0.71,2006.0
0.233,['T.I.'],0.754,244533.0,4.07555,0.6,1.0,1NTQbm1B08q3YW6AefylFo,0.0,5.0,0.4370000000000001,-4.582,0.0,Ride Wit Me,45.0,2006-03-27,0.253,156.93200000000004,0.778,2006.0
0.248,"['JAY-Z', 'Chrisette Michele']",0.8059999999999999,224227.0,3.737116666666666,0.6859999999999999,1.0,206QiQ5OnKTZE3cnuMYu3H,0.0,8.0,0.0613,-2.754,0.0,Lost One,44.0,2006-11-21,0.154,84.01100000000002,0.632,2006.0
0.00785,['Audioslave'],0.534,252107.0,4.201783333333333,0.882,0.0,22wnEMAQaNrbot1dwmeucH,0.0,7.0,0.107,-4.1610000000000005,1.0,Revelations,52.0,2006-08-29,0.0482,113.045,0.368,2006.0
0.759,['Hans Zimmer'],0.335,365427.0,6.090450000000001,0.3229999999999999,0.0,2PN6TyqjtzffLkLhB4dgEC,0.8240000000000001,9.0,0.0717,-14.71,0.0,Jack Sparrow,48.0,2006-01-01,0.0564,91.599,0.291,2006.0
0.0511,['Boosie Badazz'],0.831,202267.0,3.3711166666666665,0.828,1.0,11bZqy4GZBFk0cuzYlXuaZ,0.0,5.0,0.331,-4.912,0.0,My Struggle,43.0,2006-10-24,0.329,81.993,0.732,2006.0
0.362,['Joshua Radin'],0.545,149013.0,2.48355,0.255,0.0,2ZaYFNn1YQuLSVdHhanr4Q,1.77e-05,8.0,0.0841,-14.844,1.0,Only You,55.0,2006,0.0311,98.088,0.831,2006.0
0.7090000000000001,['Marc Anthony'],0.645,291147.0,4.85245,0.7959999999999999,0.0,5TIQpl0gO9uaEb8DALslWB,1.73e-05,2.0,0.0992,-8.029,1.0,No Sabes Como Duele,48.0,2006-01-01,0.0508,176.942,0.745,2006.0
0.0499,['The Wreckers'],0.513,211533.0,3.52555,0.72,0.0,6kYMu0guz9F1BMoTh7w9iD,0.0,6.0,0.0535,-4.488,1.0,Leave the Pieces,44.0,2006-03-28,0.0273,164.09900000000005,0.5,2006.0
0.0872,"['Nate Dogg', 'Eminem', 'Obie Trice', 'Bobby Creekwater']",0.945,179560.0,2.9926666666666666,0.701,1.0,404RYQiYJ2uq2ElfZ5CToK,3.32e-06,8.0,0.147,-3.749,1.0,Shake That (Remix),47.0,2006-12-04,0.158,107.036,0.617,2006.0
0.00145,"[""Plain White T's""]",0.448,224853.0,3.74755,0.8140000000000001,0.0,6cQSR4chKDTFhlCT2MuNwq,0.0,1.0,0.104,-4.601,0.0,Hate (I Really Don't Like You),46.0,2006,0.0337,161.93,0.523,2006.0
0.0169,['Mario Vazquez'],0.593,223613.0,3.726883333333333,0.6509999999999999,0.0,7yVJlhAZlZ4O1jlJCkMXD6,0.0,9.0,0.141,-6.904,0.0,Gallery,50.0,2006-01-15,0.135,86.535,0.3229999999999999,2006.0
0.235,['Los Horóscopos De Durango'],0.772,170960.0,2.849333333333333,0.94,0.0,7tKDsV1gA7iVJHep2KZKOj,0.0,7.0,0.0705,-2.123,1.0,Antes Muerta Que Sencilla,50.0,2006-01-01,0.139,152.619,0.962,2006.0
0.8109999999999999,['Alan Menken'],0.0912,86187.0,1.43645,0.195,0.0,09HBvmj0dUeQYHGbKJefR5,0.7859999999999999,7.0,0.27,-16.486,1.0,"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score",49.0,2006-01-01,0.0366,86.25299999999999,0.158,2006.0
0.737,['Hillsong UNITED'],0.414,329320.0,5.488666666666666,0.296,0.0,5tgywPECreoxcE2m2DiPQm,0.000122,11.0,0.103,-10.341,1.0,None But Jesus - Live,44.0,2006-03-22,0.029,139.80100000000002,0.0862,2006.0
0.00603,['The Game'],0.56,284227.0,4.737116666666666,0.503,1.0,3N3l8HShT1JrStOjjszU1L,0.0,4.0,0.114,-6.617999999999999,0.0,Ol' English,47.0,2006-01-01,0.273,77.168,0.254,2006.0
0.461,"['MC Magic', 'Nichole']",0.7609999999999999,205600.0,3.4266666666666667,0.57,0.0,12jnXqKnbwNTctbihJiOHu,0.0,0.0,0.158,-4.882,1.0,Sin Ti,43.0,2006-05-09,0.104,75.025,0.5529999999999999,2006.0
0.7,['The Beautiful Girls'],0.569,257906.0,4.2984333333333336,0.118,0.0,2qrVYBy2PArMwQRVZxFWzz,6.21e-05,0.0,0.118,-18.932,0.0,La Mar,54.0,2006,0.106,171.208,0.463,2006.0
0.053,['Journey'],0.449,252507.0,4.20845,0.764,0.0,5i36c6C2XRw8U71yWgcoTn,3.88e-06,2.0,0.129,-7.029,0.0,Wheel in the Sky,45.0,2006-07-31,0.0636,105.807,0.431,2006.0
0.0342,['Silversun Pickups'],0.556,340533.0,5.67555,0.67,0.0,7N0p8fqIkwVpTTXSV3V19e,0.0214,11.0,0.376,-8.042,0.0,Three Seed,46.0,2006-07-25,0.0354,146.467,0.386,2006.0
0.404,['Marcia Griffiths'],0.691,204533.0,3.4088833333333333,0.662,0.0,7eivxjw6BUxwkgTcQqyYVW,0.00509,4.0,0.465,-10.045,1.0,Don't Let Me Down,50.0,2006-01-01,0.053,157.36700000000005,0.947,2006.0
3.2899999999999987e-05,['Mastodon'],0.416,259693.0,4.328216666666666,0.927,0.0,6nmsnhkJYvyYu8TheUa0Xf,0.00872,2.0,0.0782,-3.257,1.0,Colony of Birchmen,48.0,2006-09-08,0.0844,125.758,0.339,2006.0
0.17,['Band of Horses'],0.395,186693.0,3.1115500000000003,0.391,0.0,5aN3Cyeoa5x4gc41HOIqeX,0.0,2.0,0.0975,-7.063,1.0,I Go to the Barn Becase I Like The,46.0,2006-03-21,0.0313,119.692,0.208,2006.0
0.595,['Buck Owens'],0.701,133867.0,2.2311166666666664,0.4970000000000001,0.0,1GDAvJth0ebssC2XkG7RYM,3.12e-05,4.0,0.118,-10.05,1.0,I've Got A Tiger By The Tail - 2006 Remastered Version,47.0,2006-08-01,0.0316,96.513,0.963,2006.0
0.0788,"['The Cheetah Girls', 'Drew Steely', 'Belinda']",0.66,192147.0,3.20245,0.779,0.0,2sggS6A5pA0KWaleWsHzmL,1.48e-06,1.0,0.0884,-4.938,1.0,Dance With Me,46.0,2006-01-01,0.0437,102.964,0.341,2006.0
0.468,['Ray LaMontagne'],0.425,383107.0,6.385116666666667,0.197,0.0,4C7WQtCroS5Qyc2IQiVn15,0.622,9.0,0.0662,-16.512999999999998,1.0,Be Here Now,45.0,2006-08-29,0.0307,116.468,0.235,2006.0
0.484,"['Lionel Richie', 'Diana Ross']",0.439,265613.0,4.4268833333333335,0.338,0.0,4GBPZmnLHEMdthyo2RDolF,0.00042,10.0,0.188,-10.108,1.0,Endless Love,56.0,2006-01-01,0.0252,93.573,0.216,2006.0
0.00624,['Red Hot Chili Peppers'],0.607,262333.0,4.372216666666668,0.89,0.0,4vHmY3cg7PWCPE0buO3G6t,0.135,2.0,0.14,-3.148,1.0,21st Century,52.0,2006-05-09,0.0504,115.941,0.6709999999999999,2006.0
0.134,"['Young Buck', 'LaToiya Williams']",0.564,239827.0,3.9971166666666655,0.633,1.0,7ykCZIIgR7ScaZ8oT434M6,0.0,4.0,0.0846,-4.633,1.0,U Ain't Goin Nowhere,46.0,2006-01-01,0.42,177.047,0.54,2006.0
0.857,"['The Cheetah Girls', 'Belinda']",0.648,132027.0,2.20045,0.306,0.0,1c7bTtnrdFONK1RAmsz2nX,0.0,9.0,0.16,-8.559,1.0,A La Nanita Nana,46.0,2006-01-01,0.028,99.931,0.3670000000000001,2006.0
0.0219,['Pepper'],0.7020000000000001,250147.0,4.169116666666667,0.598,1.0,2WQp2HqIO5GyAg0TbnVq9T,1.44e-06,9.0,0.25,-5.05,1.0,Point and Shoot,43.0,2006-10-03,0.0653,87.01700000000002,0.5920000000000001,2006.0
0.205,['Stick Figure'],0.649,196293.0,3.27155,0.593,0.0,3DomSFkFDfa21d5QQfLMvl,0.0299,6.0,0.0933,-8.538,1.0,Walk of Life,45.0,2006-01-01,0.0737,149.709,0.8029999999999999,2006.0
0.00316,['Arctic Monkeys'],0.622,143627.0,2.3937833333333334,0.846,0.0,1TYRcvY3JTYoLVhADPpDH5,0.0,11.0,0.0989,-4.831,0.0,Red Light Indicates Doors Are Secured,44.0,2006-02-21,0.0311,110.683,0.914,2006.0
0.628,"['Jurassic 5', 'Dave Matthews Band']",0.8370000000000001,232347.0,3.87245,0.6990000000000001,0.0,34cB7rNWtWUgohEe8N8HWb,0.0,10.0,0.0909,-5.924,1.0,Work It Out,46.0,2006-01-01,0.142,95.519,0.888,2006.0
3.68e-05,['Lamb of God'],0.401,328200.0,5.47,0.995,0.0,7gNqCN4EK3B0mnklBp7EqP,0.00128,6.0,0.176,-2.8310000000000004,0.0,Blacken the Cursed Sun,49.0,2006-08-21,0.118,116.444,0.112,2006.0
0.563,['Tracy Lawrence'],0.856,185360.0,3.0893333333333337,0.517,0.0,7fMc32Qj7W1UPPKnn58Iob,0.000164,6.0,0.144,-9.232,0.0,Time Marches On,44.0,2006-06-20,0.0293,118.399,0.479,2006.0
0.6920000000000001,['Samuel Hernández'],0.494,285000.0,4.75,0.402,0.0,3egMhO3nfCiet0IGp95czv,0.0,4.0,0.201,-7.0829999999999975,1.0,No Me Digas Adiós,53.0,2006-07-17,0.0284,120.803,0.263,2006.0
0.664,['Nancy Sinatra'],0.727,146469.0,2.44115,0.382,0.0,0AWN35e76cvPxAUms8SojX,0.0,7.0,0.076,-11.786,1.0,Sugar Town,52.0,2006-04-25,0.0408,108.213,0.62,2006.0
0.145,['Incubus'],0.594,229800.0,3.83,0.785,0.0,4bCNuJYfnWglrBsd9s9LDE,9.59e-05,0.0,0.165,-5.364,1.0,Oil and Water,48.0,2006-11-28,0.0329,130.217,0.278,2006.0
0.555,['Los Horóscopos De Durango'],0.682,203880.0,3.398,0.716,0.0,0MVpfvWjNeCJpX75xawcU5,3.47e-05,8.0,0.351,-3.518,1.0,Cómo Te Va Mi Amor,50.0,2006-01-01,0.0379,149.312,0.6940000000000001,2006.0
0.00194,['The Goo Goo Dolls'],0.557,214400.0,3.5733333333333333,0.951,0.0,35Ms8xegBwsiqlz630Io13,0.000172,0.0,0.157,-3.003,1.0,Give a Little Bit,48.0,2006,0.033,93.974,0.528,2006.0
0.00177,['Primus'],0.511,254560.0,4.242666666666667,0.983,0.0,1efp2bPw7ssJpCi0Almgsx,0.1689999999999999,6.0,0.504,-3.702,0.0,Tommy The Cat,48.0,2006-01-01,0.141,128.315,0.333,2006.0
