id,film_id,num_user,num_critic,imdb_score,num_votes,facebook_likes
1223,2170,102.0,90.0,5.9000001,18771,702
1224,2754,262.0,158.0,5.9000001,65628,0
1225,817,309.0,91.0,6.0999999,144337,0
1226,544,380.0,82.0,7.5999999,131217,0
1227,4315,79.0,97.0,5.80000019,29517,0
1228,3140,290.0,223.0,4.80000019,53864,2000
1229,4718,342.0,253.0,5.5999999,89770,39000
1230,3307,75.0,112.0,5.9000001,15033,0
1231,2797,107.0,142.0,8.10000038,81644,11000
1232,1322,419.0,152.0,6.80000019,73068,0
1233,2476,5.0,14.0,4.30000019,444,68
1234,3113,140.0,194.0,6.9000001,61777,0
1235,235,350.0,124.0,7.19999981,170027,13000
1236,4177,12.0,23.0,6.19999981,1904,332
1237,397,235.0,81.0,7.19999981,126916,0
1238,3532,156.0,159.0,6.5,74630,13000
1239,4384,836.0,548.0,8.0,266020,92000
1240,1987,264.0,141.0,6.4000001,61490,0
1241,3744,279.0,392.0,6.5999999,102728,16000
1242,3926,25.0,57.0,5.0999999,2551,0
1243,1083,38.0,19.0,3.9000001,1721,280
1244,4481,1240.0,434.0,5.80000019,200022,71000
1245,3226,166.0,226.0,6.30000019,56264,0
1246,4227,75.0,129.0,4.5999999,7286,0
1247,4333,1.0,1.0,7.80000019,6,53
1248,2668,261.0,91.0,6.4000001,116762,0
1249,3726,438.0,417.0,6.80000019,159198,38000
1250,2263,140.0,157.0,8.10000038,64556,0
1251,2952,154.0,175.0,6.0999999,124501,0
1252,3494,211.0,203.0,6.5,97775,0
1253,2325,202.0,62.0,5.5999999,10472,0
1254,1149,247.0,94.0,7.69999981,26832,0
1255,3655,56.0,112.0,7.0,19979,0
1256,2172,116.0,73.0,5.19999981,15052,484
1257,1026,21.0,34.0,6.5999999,1649,33
1258,415,193.0,117.0,6.19999981,101840,0
1259,4628,14.0,11.0,3.5,801,358
1260,3806,5.0,29.0,6.80000019,154,287
1261,2426,38.0,41.0,4.0,3926,353
1262,254,75.0,70.0,5.4000001,3000,902
1263,4710,214.0,203.0,6.80000019,48675,16000
1264,4580,351.0,322.0,7.19999981,103589,35000
1265,2770,196.0,133.0,6.5,63216,0
1266,3646,665.0,469.0,6.80000019,264186,30000
1267,3882,11.0,5.0,4.5,1642,0
1268,187,252.0,119.0,8.30000019,175607,0
1269,184,106.0,54.0,7.4000001,13467,0
1270,2884,1902.0,392.0,6.19999981,383071,0
1271,4569,85.0,98.0,5.5,16987,0
1272,3813,69.0,136.0,6.69999981,15775,0
1273,469,383.0,80.0,2.79999995,30840,0
1274,1289,546.0,85.0,6.5999999,101411,0
1275,2720,1100.0,341.0,8.5,844052,49000
1276,170,129.0,34.0,7.5999999,6303,0
1277,2572,36.0,5.0,6.9000001,2050,0
1278,2615,112.0,37.0,3.0999999,9104,110
1279,3803,375.0,486.0,7.30000019,145395,23000
1280,1822,695.0,137.0,5.19999981,43991,0
1281,4550,471.0,435.0,7.80000019,246698,64000
1282,441,96.0,44.0,6.30000019,27149,0
1283,503,69.0,130.0,6.69999981,4695,0
1284,1877,199.0,149.0,7.0999999,24019,983
1285,3250,184.0,211.0,6.19999981,41727,0
1286,4191,28.0,121.0,6.69999981,2518,1000
1287,4059,1959.0,673.0,7.30000019,701607,140000
1288,1758,234.0,98.0,5.5999999,30667,0
1289,3381,175.0,248.0,6.5,52888,0
1290,1668,118.0,88.0,7.0,4117,0
1291,822,78.0,42.0,6.9000001,15885,0
1292,2233,799.0,267.0,7.5,264318,0
1293,388,148.0,131.0,6.9000001,25332,0
1294,920,21.0,21.0,5.4000001,4288,517
1295,3006,34.0,14.0,7.5999999,578,588
1296,1221,524.0,174.0,5.69999981,89509,2000
1297,2355,247.0,142.0,6.5,45900,0
1298,2184,84.0,43.0,6.5999999,4285,456
1299,649,129.0,12.0,8.0,23181,6000
1300,4040,108.0,145.0,4.0999999,16268,0
1301,1843,216.0,106.0,7.0,44143,4000
1302,1324,22.0,18.0,7.30000019,524,73
1303,3585,944.0,221.0,4.4000001,76199,13000
1304,2253,458.0,204.0,7.69999981,281649,21000
1305,4419,13.0,5.0,6.19999981,993,998
1306,3012,871.0,366.0,8.19999981,561773,28000
1307,2845,235.0,151.0,6.30000019,88714,0
1308,3488,157.0,196.0,6.5,80574,12000
1309,49,90.0,54.0,7.19999981,9808,1000
1310,191,50.0,34.0,7.30000019,9007,661
1311,4968,51.0,6.0,7.0,12417,124
1312,2806,25.0,16.0,7.4000001,1311,133
1313,1518,1314.0,242.0,8.39999962,534262,39000
1314,4761,131.0,149.0,4.5999999,27198,8000
1315,3203,3054.0,723.0,7.9000001,886204,33000
1316,4482,384.0,359.0,7.0,200647,24000
1317,3348,66.0,45.0,3.5999999,9928,934
1318,2889,801.0,308.0,7.30000019,190132,15000
1319,1616,84.0,73.0,7.69999981,10672,802
1320,3812,114.0,110.0,7.0999999,35514,15000
1321,4186,13.0,25.0,5.4000001,3740,0
1322,630,156.0,61.0,7.69999981,63923,0
1323,4100,89.0,170.0,5.69999981,57266,14000
1324,4084,207.0,265.0,5.69999981,104072,15000
1325,4072,101.0,238.0,6.69999981,36877,0
1326,2007,21.0,36.0,6.5,3548,282
1327,3245,17.0,39.0,5.9000001,2050,275
1328,332,376.0,145.0,7.69999981,172493,0
1329,2829,,,6.9000001,31,0
1330,2694,2054.0,352.0,8.5,873649,29000
1331,1559,619.0,97.0,4.5,39788,0
1332,2000,157.0,124.0,6.5,45895,1000
1333,1555,232.0,107.0,5.5,27580,742
1334,4062,322.0,371.0,7.5999999,145270,54000
1335,4781,360.0,362.0,7.30000019,175960,43000
1336,2137,1416.0,288.0,7.5,113152,0
1337,736,146.0,77.0,7.5999999,34520,0
1338,4190,304.0,349.0,6.0999999,159868,45000
1339,1312,140.0,97.0,5.5999999,9294,251
1340,521,817.0,186.0,7.5999999,269033,12000
1341,4092,163.0,275.0,6.30000019,67893,18000
1342,221,44.0,38.0,7.4000001,6454,733
1343,3317,248.0,190.0,5.80000019,52467,0
1344,851,224.0,85.0,7.80000019,30618,0
1345,530,365.0,60.0,7.9000001,101889,0
1346,64,49.0,54.0,8.10000038,9903,863
1347,2586,145.0,95.0,7.19999981,34910,0
1348,2436,11.0,2.0,5.0,299,29
1349,1394,602.0,174.0,7.5999999,143137,10000
1350,1012,506.0,157.0,7.80000019,261069,25000
1351,2649,482.0,226.0,7.5,190490,26000
1352,1554,662.0,187.0,7.5999999,188887,0
1353,4967,33.0,9.0,7.69999981,6053,0
1354,3808,48.0,191.0,7.19999981,23756,0
1355,2929,88.0,146.0,7.19999981,24104,0
1356,4303,258.0,376.0,6.4000001,114241,24000
1357,392,95.0,29.0,7.0,17982,1000
1358,745,115.0,62.0,5.80000019,44394,0
1359,2556,118.0,87.0,6.5999999,12845,624
1360,2919,1066.0,330.0,7.19999981,220475,20000
1361,2930,32.0,37.0,6.0999999,6528,0
1362,1295,31.0,33.0,6.30000019,2133,182
1363,2948,255.0,177.0,5.9000001,99989,0
1364,739,69.0,42.0,6.30000019,32544,0
1365,3031,135.0,165.0,6.0999999,40469,0
1366,3511,209.0,225.0,6.30000019,56402,17000
1367,1765,232.0,149.0,6.30000019,28584,675
1368,1435,402.0,157.0,7.80000019,160776,0
1369,3095,173.0,121.0,4.5,52052,0
1370,4230,7.0,66.0,6.9000001,1920,1000
1371,3937,336.0,355.0,7.69999981,181025,38000
1372,1982,87.0,37.0,5.0999999,15939,0
1373,208,61.0,39.0,6.69999981,12666,629
1374,3259,38.0,24.0,5.19999981,4866,969
1375,948,234.0,117.0,7.80000019,225122,0
1376,322,75.0,101.0,6.5999999,6549,934
1377,4752,16.0,1.0,2.20000005,292,353
1378,4050,290.0,225.0,4.19999981,30570,12000
1379,2618,316.0,251.0,7.9000001,132149,5000
1380,4564,79.0,185.0,6.80000019,31254,0
1381,483,339.0,147.0,7.19999981,92924,19000
1382,3092,189.0,190.0,6.80000019,94892,0
1383,1080,88.0,42.0,5.0,7159,247
1384,1474,38.0,38.0,5.69999981,7242,0
1385,3925,479.0,526.0,6.19999981,199039,82000
1386,3335,44.0,91.0,7.0999999,9305,0
1387,3545,451.0,344.0,6.4000001,75669,19000
1388,523,119.0,63.0,6.5999999,39306,0
1389,3779,181.0,221.0,7.0,106111,49000
1390,777,27.0,20.0,5.69999981,2427,127
1391,604,93.0,68.0,6.0,42765,0
1392,4021,524.0,411.0,6.80000019,155153,58000
1393,291,394.0,242.0,6.0999999,39690,0
1394,1343,822.0,149.0,7.9000001,207287,15000
1395,4022,1498.0,750.0,7.80000019,522030,80000
1396,3321,383.0,265.0,7.0,141663,20000
1397,4921,6.0,6.0,7.19999981,33,187
1398,3811,153.0,128.0,5.9000001,48019,13000
1399,2050,204.0,112.0,5.0999999,14962,704
1400,1669,376.0,128.0,6.9000001,45031,0
1401,1326,683.0,197.0,6.4000001,157519,2000
1402,2398,262.0,120.0,5.9000001,25883,0
1403,979,256.0,59.0,3.70000005,36363,1000
1404,3166,49.0,78.0,7.0999999,30587,3000
1405,2656,321.0,33.0,8.39999962,70233,0
1406,829,95.0,47.0,5.5999999,40346,1000
1407,927,271.0,119.0,4.5999999,73539,0
1408,4543,591.0,403.0,6.69999981,305008,52000
1409,4776,64.0,119.0,7.80000019,28276,31000
1410,1729,888.0,215.0,8.0,123090,4000
1411,2114,836.0,299.0,7.5999999,293662,0
1412,1535,63.0,12.0,7.19999981,983,100
1413,4139,55.0,44.0,8.39999962,30434,5000
1414,2925,117.0,65.0,5.0,15315,915
1415,3199,237.0,278.0,7.30000019,112138,12000
1416,1818,81.0,42.0,5.5,9868,217
1417,2285,152.0,94.0,5.9000001,37479,0
1418,379,96.0,45.0,6.0,22797,0
1419,364,15.0,17.0,4.0,802,79
1420,2798,216.0,202.0,6.9000001,54787,0
1421,3836,22.0,66.0,5.5999999,1389,0
1422,4881,1.0,2.0,6.80000019,90,139
1423,1534,571.0,168.0,6.69999981,171568,0
1424,3480,75.0,138.0,5.0999999,13026,0
1425,4321,28.0,122.0,7.0999999,11347,5000
1426,3223,48.0,63.0,4.0999999,4122,0
1427,705,117.0,44.0,6.80000019,41310,0
1428,2704,279.0,363.0,7.0,68883,7000
1429,1,88.0,69.0,8.0,10718,691
1430,4636,59.0,29.0,6.0,13279,0
1431,2911,289.0,234.0,7.0999999,101386,0
1432,1161,314.0,103.0,7.0,27766,0
1433,4820,20.0,35.0,5.69999981,4091,987
1434,1217,77.0,41.0,3.79999995,8176,272
1435,3219,188.0,222.0,7.4000001,35137,10000
1436,3367,31.0,90.0,6.19999981,2437,580
1437,1759,1137.0,146.0,7.5,261317,20000
1438,3376,626.0,334.0,7.80000019,583341,24000
1439,2865,231.0,154.0,7.5,83786,0
1440,1528,261.0,132.0,6.5999999,57038,0
1441,2920,383.0,224.0,6.4000001,164608,10000
1442,3007,23.0,30.0,7.80000019,9689,1000
1443,4697,122.0,45.0,7.4000001,15978,15000
1444,609,87.0,43.0,6.80000019,83269,0
1445,411,90.0,54.0,5.30000019,6143,0
1446,3763,225.0,290.0,7.0999999,92599,21000
1447,1280,43.0,8.0,5.19999981,1434,27
1448,551,273.0,114.0,7.5999999,149108,0
1449,4019,220.0,173.0,5.0,49888,25000
1450,2882,57.0,88.0,6.9000001,10896,415
1451,1516,40.0,19.0,4.5,2236,193
1452,1200,187.0,70.0,6.4000001,18693,0
1453,4869,95.0,159.0,6.9000001,13523,0
1454,2311,128.0,77.0,5.4000001,42737,781
1455,4111,84.0,168.0,5.9000001,60407,11000
1456,3035,119.0,167.0,6.69999981,146019,0
1457,335,532.0,162.0,4.5999999,28589,0
1458,1519,343.0,142.0,5.69999981,47573,881
1459,1373,241.0,145.0,6.5,38438,0
1460,1488,138.0,93.0,6.4000001,16215,401
1461,2005,2113.0,271.0,8.10000038,809474,10000
1462,1137,27.0,36.0,6.30000019,1591,75
1463,2330,108.0,75.0,6.9000001,10018,0
1464,112,100.0,27.0,6.5999999,6484,1000
1465,418,138.0,38.0,7.30000019,39451,0
1466,1187,784.0,199.0,6.5999999,181225,0
1467,3855,8.0,,3.0,125,33
1468,2474,560.0,196.0,5.4000001,71153,0
1469,2602,24.0,30.0,6.5,1950,360
1470,1816,605.0,207.0,6.80000019,97938,0
1471,2918,638.0,66.0,8.0,129799,46000
1472,923,393.0,142.0,6.4000001,146134,0
1473,4941,24.0,1.0,7.4000001,2258,763
1474,245,217.0,56.0,5.9000001,25193,2000
1475,1423,862.0,197.0,7.80000019,225102,16000
1476,598,322.0,67.0,6.9000001,145257,0
1477,3267,97.0,160.0,7.0999999,19147,0
1478,2421,217.0,127.0,6.19999981,61321,0
1479,2765,73.0,82.0,6.9000001,12160,307
1480,4449,210.0,228.0,5.80000019,54101,15000
1481,4623,19.0,10.0,7.19999981,744,1000
1482,2719,424.0,147.0,5.5999999,65499,0
1483,1922,816.0,235.0,8.0,350698,26000
1484,2833,559.0,251.0,7.0,298590,0
1485,2347,526.0,351.0,7.5,84070,0
1486,2370,118.0,94.0,5.5999999,30255,743
1487,2846,291.0,175.0,6.5,81334,0
1488,3539,125.0,163.0,5.5,35888,0
1489,2128,392.0,191.0,6.69999981,185338,0
1490,2115,105.0,74.0,4.5999999,23408,810
1491,359,647.0,197.0,8.39999962,681857,14000
1492,123,128.0,87.0,7.4000001,13640,3000
1493,2639,13.0,40.0,7.30000019,1290,587
1494,955,142.0,97.0,5.80000019,60326,2000
1495,433,331.0,180.0,7.30000019,92464,19000
1496,182,251.0,136.0,6.80000019,74957,0
1497,2963,235.0,248.0,6.4000001,79855,0
1498,2695,631.0,208.0,6.80000019,286178,0
1499,2099,514.0,185.0,5.9000001,132954,0
1500,4131,16.0,31.0,7.5999999,2482,0
1501,1508,231.0,122.0,7.69999981,22145,756
1502,3901,3.0,3.0,8.10000038,15,66
1503,3409,169.0,174.0,6.5,163665,9000
1504,4886,6.0,15.0,4.0,436,378
1505,141,452.0,143.0,6.80000019,59941,0
1506,1178,789.0,145.0,7.0,315549,0
1507,1703,157.0,72.0,4.9000001,7909,261
1508,799,192.0,69.0,7.5,54631,0
1509,1114,752.0,134.0,7.19999981,175524,0
1510,813,391.0,166.0,8.30000019,623757,0
1511,660,93.0,37.0,6.5,17322,853
1512,4503,212.0,233.0,5.69999981,47498,10000
1513,4563,17.0,23.0,6.30000019,1354,523
1514,2307,6.0,7.0,5.4000001,262,11
1515,2737,159.0,16.0,6.0,14486,467
1516,1815,103.0,80.0,7.19999981,9395,0
1517,1845,107.0,103.0,5.0999999,44885,478
1518,1500,91.0,82.0,5.5999999,8070,255
1519,700,86.0,67.0,7.5,29385,979
1520,1924,236.0,121.0,5.5,30058,800
1521,3342,37.0,103.0,4.9000001,5332,431
1522,510,171.0,84.0,5.69999981,92106,2000
1523,3152,22.0,46.0,6.69999981,2792,371
1524,2739,175.0,96.0,7.0999999,46951,0
1525,802,36.0,23.0,6.5,3513,423
1526,1081,162.0,65.0,5.9000001,18973,0
1527,3072,17.0,6.0,5.30000019,922,39
1528,3221,119.0,130.0,6.0,35510,0
1529,2820,1413.0,323.0,7.19999981,530870,11000
1530,3459,447.0,363.0,7.0,118684,24000
1531,4812,91.0,159.0,6.0,28621,11000
1532,4195,2.0,,5.4000001,23,48
1533,2971,545.0,341.0,7.0,248468,0
1534,2935,75.0,69.0,7.5,14831,0
1535,1047,53.0,24.0,2.79999995,2724,436
1536,192,650.0,149.0,9.0,790926,14000
1537,1869,25.0,39.0,6.69999981,1966,97
1538,4060,249.0,349.0,8.30000019,170155,60000
1539,2516,172.0,95.0,7.5,15337,0
1540,3258,2.0,,4.5,215,38
1541,1430,93.0,51.0,6.30000019,4617,614
1542,3339,194.0,156.0,6.0,76207,0
1543,2823,74.0,81.0,6.5,27689,1000
1544,3652,211.0,186.0,5.69999981,95437,9000
1545,2844,165.0,160.0,7.30000019,37635,0
1546,537,248.0,98.0,6.5999999,63855,0
1547,4878,111.0,177.0,6.0,28041,0
1548,409,46.0,18.0,4.30000019,1339,220
1549,2981,211.0,230.0,6.4000001,166610,0
1550,2813,392.0,209.0,6.19999981,86374,3000
1551,122,128.0,79.0,8.0,19026,0
1552,1142,318.0,156.0,6.69999981,135404,0
1553,1645,902.0,246.0,8.60000038,417971,28000
1554,2488,91.0,114.0,6.5999999,18762,708
1555,919,49.0,30.0,5.30000019,8005,417
1556,1865,215.0,105.0,6.5,28130,0
1557,4206,118.0,232.0,6.9000001,36494,11000
1558,1024,7.0,8.0,6.30000019,336,67
1559,3287,259.0,306.0,7.4000001,124222,23000
1560,1171,182.0,67.0,5.9000001,13010,0
1561,2875,111.0,43.0,5.80000019,2618,411
1562,95,120.0,65.0,7.9000001,15277,1000
1563,4748,30.0,74.0,4.5,1758,0
1564,1511,1171.0,205.0,8.19999981,610568,29000
1565,3690,47.0,88.0,4.4000001,19671,0
1566,1211,1015.0,206.0,7.4000001,181737,10000
1567,943,12.0,25.0,6.0,1427,88
1568,3468,176.0,203.0,5.5999999,75347,0
1569,39,113.0,61.0,7.4000001,10791,0
1570,2923,127.0,201.0,7.19999981,32188,0
1571,329,228.0,118.0,7.19999981,71217,0
1572,4098,3.0,1.0,6.19999981,292,14
1573,629,39.0,19.0,6.80000019,3665,247
1574,1364,643.0,181.0,5.5,145350,0
1575,3824,583.0,576.0,8.0,190030,30000
1576,372,89.0,52.0,7.4000001,12980,845
1577,1613,34.0,25.0,6.0,709,139
1578,1610,593.0,250.0,8.10000038,585659,0
1579,3909,4.0,6.0,5.5999999,385,389
1580,501,374.0,144.0,5.9000001,29629,0
1581,452,258.0,159.0,5.5,19234,0
1582,267,44.0,24.0,3.4000001,1955,438
1583,626,189.0,37.0,6.5999999,200077,0
1584,4218,2536.0,733.0,7.19999981,548573,118000
1585,3421,452.0,391.0,7.4000001,270238,19000
1586,4527,102.0,156.0,7.30000019,45580,18000
1587,3820,219.0,359.0,7.4000001,68211,14000
1588,2847,117.0,192.0,6.69999981,44208,0
1589,3247,22.0,53.0,6.5,2646,535
1590,1764,388.0,104.0,3.29999995,17309,612
1591,994,30.0,34.0,6.9000001,5275,508
1592,3071,248.0,198.0,6.0,73368,0
1593,1335,267.0,67.0,6.4000001,35312,0
1594,3019,98.0,135.0,6.5,61269,0
1595,2917,10.0,28.0,6.5,739,339
1596,4946,83.0,27.0,7.69999981,42402,0
1597,1699,207.0,140.0,5.5999999,62272,2000
1598,4774,117.0,202.0,6.0,58752,21000
1599,4200,12.0,10.0,3.4000001,761,566
1600,3712,2.0,2.0,6.69999981,19,24
1601,2507,53.0,50.0,6.4000001,7228,414
1602,2545,2301.0,400.0,8.0,470501,0
1603,1955,38.0,51.0,6.0999999,2953,480
1604,1931,674.0,198.0,7.19999981,118483,0
1605,708,83.0,53.0,7.19999981,14112,619
1606,4863,56.0,123.0,5.80000019,8885,0
1607,1084,418.0,125.0,4.5999999,55398,891
1608,2499,50.0,49.0,6.9000001,2670,311
1609,2993,357.0,161.0,6.80000019,57811,0
1610,3056,107.0,79.0,6.0,26849,3000
1611,2459,316.0,134.0,6.4000001,130070,0
1612,4576,918.0,378.0,5.69999981,242420,56000
1613,1475,162.0,86.0,4.69999981,9361,378
1614,584,183.0,64.0,7.80000019,94139,0
1615,2866,197.0,131.0,6.80000019,47203,0
1616,3598,29.0,16.0,5.69999981,1245,0
1617,3924,51.0,22.0,3.79999995,1321,238
1618,1800,242.0,114.0,5.0999999,68417,0
1619,449,62.0,21.0,5.30000019,4996,843
1620,102,418.0,164.0,7.80000019,139432,0
1621,4957,28.0,14.0,8.10000038,8739,0
1622,522,181.0,81.0,6.9000001,85362,0
1623,3783,10.0,23.0,7.4000001,591,5000
1624,19,706.0,157.0,8.19999981,215340,16000
1625,1117,102.0,51.0,6.69999981,5613,0
1626,2769,364.0,148.0,7.5,87331,18000
1627,3387,279.0,241.0,6.5999999,67824,0
1628,4376,37.0,71.0,6.9000001,11191,0
1629,3564,144.0,248.0,7.0,40618,0
1630,3010,42.0,67.0,6.19999981,5664,921
1631,947,40.0,19.0,7.0,666,91
1632,505,55.0,15.0,5.19999981,21079,818
1633,268,189.0,102.0,6.80000019,9830,1000
1634,1079,88.0,56.0,4.9000001,16260,296
1635,3978,50.0,31.0,4.80000019,7354,0
1636,716,132.0,27.0,7.30000019,36624,0
1637,502,9.0,9.0,6.19999981,240,37
1638,624,365.0,120.0,7.80000019,75675,0
1639,2198,212.0,46.0,5.9000001,22649,1000
1640,1244,231.0,70.0,4.0999999,36491,509
1641,4170,9.0,17.0,5.19999981,704,406
1642,1477,1144.0,192.0,7.0999999,207613,4000
1643,3379,193.0,238.0,6.4000001,30160,0
1644,959,296.0,111.0,7.4000001,73347,0
1645,1900,742.0,141.0,7.0999999,103241,5000
1646,2289,16.0,45.0,7.5,695,70
1647,319,18.0,15.0,4.5,870,76
1648,4299,281.0,246.0,6.30000019,159931,22000
1649,1395,355.0,90.0,4.5999999,16340,356
1650,3665,61.0,74.0,5.5999999,12128,0
1651,2805,436.0,250.0,6.5,69569,0
1652,315,10.0,2.0,5.69999981,763,135
1653,2299,2685.0,478.0,8.30000019,980946,15000
1654,3017,342.0,345.0,7.0,208422,3000
1655,2206,1509.0,287.0,7.69999981,299127,0
1656,1342,183.0,85.0,5.80000019,11388,652
1657,3609,741.0,424.0,6.5,270226,57000
1658,2165,49.0,45.0,4.30000019,5928,243
1659,2399,23.0,52.0,6.9000001,1578,91
1660,2979,2192.0,459.0,7.0,296787,0
1661,2913,174.0,90.0,5.4000001,29285,0
1662,4672,154.0,218.0,6.4000001,47988,35000
1663,4910,1.0,1.0,5.19999981,15,9
1664,1381,674.0,211.0,6.69999981,181058,0
1665,1398,1.0,1.0,2.79999995,275,10
1666,644,147.0,75.0,7.69999981,33850,0
1667,1718,438.0,161.0,6.69999981,89806,0
1668,4512,174.0,61.0,5.5999999,15448,15000
1669,3807,154.0,218.0,5.30000019,18566,0
1670,949,29.0,28.0,7.0,1524,166
1671,3301,187.0,219.0,6.5,114553,0
1672,980,70.0,63.0,6.19999981,19774,355
1673,217,71.0,41.0,5.19999981,3701,903
1674,4530,28.0,48.0,5.80000019,6025,0
1675,93,65.0,27.0,6.9000001,5786,573
1676,2257,2814.0,406.0,7.0999999,179235,13000
1677,1273,159.0,95.0,6.80000019,11101,633
1678,1039,181.0,110.0,6.5,23302,1000
1679,2777,190.0,106.0,5.5,15388,0
1680,3843,2.0,3.0,7.19999981,57,88
1681,944,696.0,99.0,7.30000019,160511,11000
1682,3148,29.0,29.0,6.19999981,5154,314
1683,1632,394.0,127.0,6.5999999,160440,0
1684,4747,307.0,412.0,7.19999981,93548,23000
1685,2408,86.0,73.0,5.19999981,12570,771
1686,4052,474.0,383.0,6.69999981,246803,108000
1687,1906,133.0,68.0,7.19999981,38273,0
1688,1580,673.0,205.0,4.4000001,38985,0
1689,4075,162.0,264.0,5.9000001,47169,17000
1690,4899,155.0,159.0,6.0,35654,20000
1691,2663,410.0,151.0,5.0999999,93748,1000
1692,3999,2326.0,775.0,7.0,456260,97000
1693,2314,30.0,4.0,4.80000019,1524,31
1694,4441,83.0,166.0,6.80000019,23323,10000
1695,2855,329.0,232.0,7.9000001,90827,26000
1696,4846,2.0,3.0,4.0,60,381
1697,1193,289.0,112.0,6.4000001,161858,0
1698,2028,166.0,135.0,7.69999981,24921,0
1699,1825,109.0,75.0,7.0,6000,595
1700,2997,44.0,80.0,7.30000019,14247,0
1701,3124,19.0,47.0,5.0999999,3174,376
1702,162,150.0,66.0,8.0,29839,0
1703,550,42.0,20.0,6.0,17349,855
1704,3288,214.0,187.0,6.5999999,69860,0
1705,4334,66.0,113.0,5.19999981,8913,0
1706,1565,308.0,66.0,2.0999999,19412,0
1707,778,408.0,71.0,7.0,59041,0
1708,165,171.0,57.0,7.19999981,25857,0
1709,2341,600.0,231.0,6.19999981,126746,0
1710,383,245.0,183.0,7.19999981,142293,14000
1711,2438,262.0,140.0,5.0999999,28606,0
1712,346,154.0,79.0,7.80000019,26310,0
1713,4338,434.0,339.0,6.4000001,164238,33000
1714,4330,90.0,166.0,6.5,62424,13000
1715,1896,179.0,81.0,5.80000019,29661,0
1716,3554,320.0,328.0,7.19999981,109873,33000
1717,4171,113.0,203.0,6.69999981,85833,17000
1718,887,212.0,75.0,6.9000001,50311,0
1719,1356,246.0,132.0,7.0,41313,0
1720,1677,301.0,108.0,6.19999981,94049,0
1721,79,40.0,21.0,7.30000019,4313,612
1722,4114,324.0,218.0,6.30000019,116994,35000
1723,1905,737.0,191.0,5.80000019,142569,10000
1724,990,41.0,24.0,4.9000001,3803,68
1725,3817,918.0,435.0,6.0999999,197584,42000
1726,1687,89.0,62.0,4.4000001,4102,53
1727,3040,398.0,228.0,5.4000001,107772,0
1728,1656,78.0,61.0,6.4000001,3413,29
1729,3087,42.0,18.0,7.4000001,15862,389
1730,4486,18.0,40.0,4.69999981,2621,844
1731,3195,32.0,100.0,7.4000001,4999,0
1732,3275,57.0,107.0,5.4000001,16271,1000
1733,768,180.0,53.0,5.9000001,55350,0
1734,207,542.0,141.0,8.10000038,375240,0
1735,3482,25.0,90.0,6.69999981,13443,0
1736,3884,274.0,208.0,5.5999999,85237,18000
1737,3961,20.0,36.0,5.19999981,2086,657
1738,2222,308.0,173.0,6.0999999,120795,0
1739,2834,299.0,226.0,7.4000001,114762,19000
1740,567,52.0,71.0,7.5,7143,865
1741,4405,4.0,2.0,3.20000005,73,178
1742,2616,116.0,99.0,6.4000001,21215,0
1743,4935,,,8.10000038,335,22
1744,861,21.0,21.0,6.4000001,1727,46
1745,1010,174.0,122.0,7.19999981,82232,0
1746,3461,38.0,27.0,6.0,7663,694
1747,2727,10.0,11.0,7.69999981,771,246
1748,1163,213.0,94.0,7.4000001,21245,0
1749,2611,110.0,20.0,6.30000019,12411,533
1750,4359,6.0,5.0,5.30000019,485,107
1751,3866,194.0,236.0,6.19999981,110073,0
1752,4251,205.0,234.0,6.69999981,125036,22000
1753,2073,540.0,191.0,6.0999999,87494,0
1754,2490,340.0,163.0,6.30000019,156267,0
1755,4533,25.0,78.0,4.69999981,2863,488
1756,3850,203.0,274.0,7.30000019,173848,25000
1757,1444,339.0,196.0,6.9000001,34191,0
1758,4873,55.0,63.0,6.80000019,6276,16000
1759,2318,467.0,267.0,7.4000001,188785,0
1760,1040,239.0,63.0,6.19999981,48458,0
1761,2218,75.0,52.0,5.30000019,12706,0
1762,1033,181.0,84.0,5.4000001,58227,2000
1763,428,175.0,83.0,7.4000001,66966,0
1764,3657,86.0,68.0,6.9000001,29994,0
1765,1360,133.0,81.0,7.19999981,18520,0
1766,2967,263.0,238.0,7.0999999,174248,0
1767,731,94.0,39.0,6.69999981,45798,1000
1768,4830,46.0,81.0,6.69999981,4654,18000
1769,2163,67.0,58.0,7.4000001,16828,0
1770,2013,455.0,175.0,7.30000019,57661,0
1771,2543,584.0,256.0,7.19999981,263853,0
1772,1682,38.0,27.0,4.5999999,5612,842
1773,1404,158.0,81.0,5.30000019,23076,1000
1774,4004,423.0,239.0,5.4000001,104831,32000
1775,2515,293.0,232.0,7.0999999,89383,0
1776,3998,261.0,229.0,6.69999981,157051,29000
1777,4302,68.0,161.0,4.0,13506,0
1778,3534,48.0,118.0,7.0999999,18395,0
1779,721,52.0,15.0,6.5,10476,0
1780,1327,560.0,150.0,7.0999999,137854,3000
1781,4042,1722.0,703.0,8.10000038,995415,123000
1782,3943,57.0,43.0,6.5999999,3665,0
1783,1302,274.0,113.0,6.30000019,42705,885
1784,177,236.0,144.0,8.10000038,54057,0
1785,2876,118.0,29.0,6.69999981,25450,0
1786,3881,698.0,500.0,7.80000019,518537,54000
1787,1328,121.0,81.0,6.0999999,16372,311
1788,4499,630.0,492.0,6.19999981,182899,60000
1789,2149,316.0,150.0,7.0999999,155262,0
